participant_id,game,trial_index,ground_truth,nll,is_free,top2
23,11,5,H,0.00408935546875,True,"[('H', 0.99609375), ('I', 0.00408935546875)]"
23,12,1,I,0.34765625,False,"[('I', 0.70703125), ('H', 0.29296875)]"
23,12,2,I,0.01416015625,False,"[('I', 0.984375), ('H', 0.0142822265625)]"
23,12,3,I,0.00860595703125,False,"[('I', 0.9921875), ('H', 0.0086669921875)]"
23,12,4,I,0.00860595703125,False,"[('I', 0.9921875), ('H', 0.0086669921875)]"
23,12,5,I,0.0052490234375,True,"[('I', 0.99609375), ('H', 0.0052490234375)]"
23,12,6,I,0.0031890869140625,True,"[('I', 0.99609375), ('H', 0.0031890869140625)]"
23,12,7,I,0.5234375,True,"[('I', 0.59375), ('H', 0.40625)]"
23,12,8,I,0.16015625,True,"[('I', 0.8515625), ('H', 0.1474609375)]"
23,12,9,I,0.4296875,True,"[('I', 0.65234375), ('H', 0.34765625)]"
23,12,10,I,0.0380859375,True,"[('I', 0.9609375), ('H', 0.03759765625)]"
23,13,1,I,0.0181884765625,False,"[('I', 0.98046875), ('H', 0.0177001953125)]"
23,13,2,I,0.0067138671875,False,"[('I', 0.9921875), ('H', 0.006744384765625)]"
23,13,3,H,0.4296875,False,"[('H', 0.65234375), ('I', 0.34765625)]"
23,13,4,H,0.0380859375,False,"[('H', 0.9609375), ('I', 0.03759765625)]"
23,13,5,I,1.140625,True,"[('H', 0.6796875), ('I', 0.3203125)]"
23,13,6,I,0.34765625,True,"[('I', 0.70703125), ('H', 0.29296875)]"
23,13,7,I,0.0791015625,True,"[('I', 0.92578125), ('H', 0.07568359375)]"
23,13,8,I,0.0791015625,True,"[('I', 0.92578125), ('H', 0.07568359375)]"
23,13,9,I,0.5234375,True,"[('I', 0.59375), ('H', 0.40625)]"
23,13,10,H,0.10009765625,True,"[('H', 0.90625), ('I', 0.09619140625)]"
23,14,1,H,0.0031890869140625,False,"[('H', 0.99609375), ('I', 0.0031890869140625)]"
23,14,2,H,0.00193023681640625,False,"[('H', 1.0), ('I', 0.00193023681640625)]"
23,14,3,H,0.00150299072265625,False,"[('H', 1.0), ('I', 0.00150299072265625)]"
23,14,4,H,0.0052490234375,False,"[('H', 0.99609375), ('I', 0.0052490234375)]"
23,14,5,H,0.0019378662109375,True,"[('H', 1.0), ('I', 0.00193023681640625)]"
23,15,1,H,0.06201171875,False,"[('H', 0.94140625), ('I', 0.06005859375)]"
23,15,2,I,0.34765625,False,"[('I', 0.70703125), ('H', 0.29296875)]"
23,15,3,H,0.201171875,False,"[('H', 0.81640625), ('I', 0.181640625)]"
23,15,4,H,0.0181884765625,False,"[('H', 0.98046875), ('I', 0.0177001953125)]"
23,15,5,H,0.00860595703125,True,"[('H', 0.9921875), ('I', 0.0086669921875)]"
23,15,6,H,0.3125,True,"[('H', 0.73046875), ('I', 0.26953125)]"
23,15,7,H,0.0052490234375,True,"[('H', 0.99609375), ('I', 0.0052490234375)]"
23,15,8,I,2.8125,True,"[('H', 0.94140625), ('I', 0.06005859375)]"
23,15,9,H,0.0791015625,True,"[('H', 0.92578125), ('I', 0.07568359375)]"
23,15,10,I,0.34765625,True,"[('I', 0.70703125), ('H', 0.29296875)]"
23,16,1,I,0.02978515625,False,"[('I', 0.96875), ('H', 0.029296875)]"
23,16,2,I,0.01104736328125,False,"[('I', 0.98828125), ('H', 0.0111083984375)]"
23,16,3,I,0.00860595703125,False,"[('I', 0.9921875), ('H', 0.0086669921875)]"
23,16,4,I,0.0067138671875,False,"[('I', 0.9921875), ('H', 0.006744384765625)]"
23,16,5,I,0.01416015625,True,"[('I', 0.984375), ('H', 0.0142822265625)]"
23,17,1,H,0.0791015625,False,"[('H', 0.92578125), ('I', 0.07568359375)]"
23,17,2,H,0.82421875,False,"[('I', 0.5625), ('H', 0.439453125)]"
23,17,3,H,0.474609375,False,"[('H', 0.62109375), ('I', 0.37890625)]"
23,17,4,I,0.251953125,False,"[('I', 0.77734375), ('H', 0.22265625)]"
23,17,5,H,1.5,True,"[('I', 0.77734375), ('H', 0.22265625)]"
23,17,6,H,1.0546875,True,"[('I', 0.65234375), ('H', 0.34765625)]"
23,17,7,H,0.5234375,True,"[('H', 0.59375), ('I', 0.40625)]"
23,17,8,H,1.0546875,True,"[('I', 0.65234375), ('H', 0.34765625)]"
23,17,9,H,0.10009765625,True,"[('H', 0.90625), ('I', 0.09619140625)]"
23,17,10,H,0.0380859375,True,"[('H', 0.9609375), ('I', 0.03759765625)]"
23,18,1,H,0.01416015625,False,"[('H', 0.984375), ('I', 0.0142822265625)]"
23,18,2,H,0.00860595703125,False,"[('H', 0.9921875), ('I', 0.0086669921875)]"
23,18,3,H,0.0067138671875,False,"[('H', 0.9921875), ('I', 0.006744384765625)]"
23,18,4,H,1.3125,False,"[('I', 0.73046875), ('H', 0.26953125)]"
23,18,5,I,0.0791015625,True,"[('I', 0.92578125), ('H', 0.07568359375)]"
23,18,6,I,0.048583984375,True,"[('I', 0.953125), ('H', 0.047607421875)]"
23,18,7,I,0.06201171875,True,"[('I', 0.94140625), ('H', 0.06005859375)]"
23,18,8,H,4.25,True,"[('I', 0.984375), ('H', 0.0142822265625)]"
23,18,9,I,0.0791015625,True,"[('I', 0.92578125), ('H', 0.07568359375)]"
23,18,10,H,0.048583984375,True,"[('H', 0.953125), ('I', 0.047607421875)]"
23,19,1,H,0.02978515625,False,"[('H', 0.96875), ('I', 0.029296875)]"
23,19,2,H,0.2255859375,False,"[('H', 0.796875), ('I', 0.201171875)]"
23,19,3,I,1.9140625,False,"[('H', 0.8515625), ('I', 0.1474609375)]"
23,19,4,I,0.7578125,False,"[('H', 0.53125), ('I', 0.46875)]"
23,19,5,I,0.2255859375,True,"[('I', 0.796875), ('H', 0.201171875)]"
23,19,6,I,0.201171875,True,"[('I', 0.81640625), ('H', 0.181640625)]"
23,19,7,I,0.0380859375,True,"[('I', 0.9609375), ('H', 0.03759765625)]"
23,19,8,I,0.06201171875,True,"[('I', 0.94140625), ('H', 0.06005859375)]"
23,19,9,I,0.251953125,True,"[('I', 0.77734375), ('H', 0.22265625)]"
23,19,10,I,0.02978515625,True,"[('I', 0.96875), ('H', 0.029296875)]"
23,20,1,I,0.0067138671875,False,"[('I', 0.9921875), ('H', 0.006744384765625)]"
23,20,2,I,0.00860595703125,False,"[('I', 0.9921875), ('H', 0.0086669921875)]"
23,20,3,I,0.01104736328125,False,"[('I', 0.98828125), ('H', 0.0111083984375)]"
23,20,4,I,0.0031890869140625,False,"[('I', 0.99609375), ('H', 0.0031890869140625)]"
23,20,5,I,0.06201171875,True,"[('I', 0.94140625), ('H', 0.06005859375)]"
23,20,6,H,0.38671875,True,"[('H', 0.6796875), ('I', 0.3203125)]"
23,20,7,H,0.126953125,True,"[('H', 0.87890625), ('I', 0.11962890625)]"
23,20,8,H,0.02978515625,True,"[('H', 0.96875), ('I', 0.029296875)]"
23,20,9,H,0.251953125,True,"[('H', 0.77734375), ('I', 0.22265625)]"
23,20,10,I,2.125,True,"[('H', 0.87890625), ('I', 0.11962890625)]"
23,21,1,H,0.048583984375,False,"[('H', 0.953125), ('I', 0.047607421875)]"
23,21,2,H,0.01104736328125,False,"[('H', 0.98828125), ('I', 0.0111083984375)]"
23,21,3,I,0.6328125,False,"[('I', 0.53125), ('H', 0.46875)]"
23,21,4,H,0.16015625,False,"[('H', 0.8515625), ('I', 0.1474609375)]"
23,21,5,H,0.10009765625,True,"[('H', 0.90625), ('I', 0.09619140625)]"
23,21,6,H,0.01416015625,True,"[('H', 0.984375), ('I', 0.0142822265625)]"
23,21,7,H,0.0067138671875,True,"[('H', 0.9921875), ('I', 0.006744384765625)]"
23,21,8,H,0.0052490234375,True,"[('H', 0.99609375), ('I', 0.0052490234375)]"
23,21,9,H,0.0067138671875,True,"[('H', 0.9921875), ('I', 0.006744384765625)]"
23,21,10,I,2.8125,True,"[('H', 0.94140625), ('I', 0.06005859375)]"
23,22,1,H,0.2255859375,False,"[('H', 0.796875), ('I', 0.201171875)]"
23,22,2,H,0.0052490234375,False,"[('H', 0.99609375), ('I', 0.0052490234375)]"
23,22,3,H,0.00408935546875,False,"[('H', 0.99609375), ('I', 0.00408935546875)]"
23,22,4,H,0.00408935546875,False,"[('H', 0.99609375), ('I', 0.00408935546875)]"
23,22,5,H,0.0024871826171875,True,"[('H', 0.99609375), ('I', 0.002471923828125)]"
23,22,6,H,0.16015625,True,"[('H', 0.8515625), ('I', 0.1474609375)]"
23,22,7,H,0.01104736328125,True,"[('H', 0.98828125), ('I', 0.0111083984375)]"
23,22,8,H,0.0067138671875,True,"[('H', 0.9921875), ('I', 0.006744384765625)]"
23,22,9,H,0.01416015625,True,"[('H', 0.984375), ('I', 0.0142822265625)]"
23,22,10,H,0.00860595703125,True,"[('H', 0.9921875), ('I', 0.0086669921875)]"
23,23,1,H,0.00408935546875,False,"[('H', 0.99609375), ('I', 0.00408935546875)]"
23,23,2,H,0.10009765625,False,"[('H', 0.90625), ('I', 0.09619140625)]"
23,23,3,H,0.57421875,False,"[('H', 0.5625), ('I', 0.439453125)]"
23,23,4,I,0.5234375,False,"[('I', 0.59375), ('H', 0.40625)]"
23,23,5,I,0.0791015625,True,"[('I', 0.92578125), ('H', 0.07568359375)]"
23,23,6,I,0.38671875,True,"[('I', 0.6796875), ('H', 0.3203125)]"
23,23,7,H,0.4296875,True,"[('H', 0.65234375), ('I', 0.34765625)]"
23,23,8,H,0.0791015625,True,"[('H', 0.92578125), ('I', 0.07568359375)]"
23,23,9,I,0.201171875,True,"[('I', 0.81640625), ('H', 0.181640625)]"
23,23,10,I,0.02978515625,True,"[('I', 0.96875), ('H', 0.029296875)]"
23,24,1,I,0.01104736328125,False,"[('I', 0.98828125), ('H', 0.0111083984375)]"
23,24,2,I,0.01416015625,False,"[('I', 0.984375), ('H', 0.0142822265625)]"
23,24,3,I,0.01104736328125,False,"[('I', 0.98828125), ('H', 0.0111083984375)]"
23,24,4,I,0.0233154296875,False,"[('I', 0.9765625), ('H', 0.023193359375)]"
23,24,5,I,0.82421875,True,"[('H', 0.5625), ('I', 0.439453125)]"
23,25,1,I,0.126953125,False,"[('I', 0.87890625), ('H', 0.11962890625)]"
23,25,2,I,0.048583984375,False,"[('I', 0.953125), ('H', 0.047607421875)]"
23,25,3,I,0.0233154296875,False,"[('I', 0.9765625), ('H', 0.023193359375)]"
23,25,4,I,0.023193359375,False,"[('I', 0.9765625), ('H', 0.023193359375)]"
23,25,5,I,0.0067138671875,True,"[('I', 0.9921875), ('H', 0.006744384765625)]"
23,25,6,H,0.10009765625,True,"[('H', 0.90625), ('I', 0.09619140625)]"
23,25,7,H,0.048583984375,True,"[('H', 0.953125), ('I', 0.047607421875)]"
23,25,8,H,0.10009765625,True,"[('H', 0.90625), ('I', 0.09619140625)]"
23,25,9,H,0.4296875,True,"[('H', 0.65234375), ('I', 0.34765625)]"
23,25,10,H,0.0181884765625,True,"[('H', 0.98046875), ('I', 0.0177001953125)]"
23,26,1,H,0.0052490234375,False,"[('H', 0.99609375), ('I', 0.0052490234375)]"
23,26,2,I,0.02978515625,False,"[('I', 0.96875), ('H', 0.029296875)]"
23,26,3,I,0.01104736328125,False,"[('I', 0.98828125), ('H', 0.0111083984375)]"
23,26,4,I,0.00860595703125,False,"[('I', 0.9921875), ('H', 0.0086669921875)]"
23,26,5,I,0.0052490234375,True,"[('I', 0.99609375), ('H', 0.0052490234375)]"
23,27,1,I,0.0031890869140625,False,"[('I', 0.99609375), ('H', 0.0031890869140625)]"
23,27,2,I,0.00408935546875,False,"[('I', 0.99609375), ('H', 0.00408935546875)]"
23,27,3,I,0.201171875,False,"[('I', 0.81640625), ('H', 0.181640625)]"
23,27,4,I,0.01104736328125,False,"[('I', 0.98828125), ('H', 0.0111083984375)]"
23,27,5,I,0.0067138671875,True,"[('I', 0.9921875), ('H', 0.006744384765625)]"
23,28,1,I,0.003173828125,False,"[('I', 0.99609375), ('H', 0.0031890869140625)]"
23,28,2,I,0.048583984375,False,"[('I', 0.953125), ('H', 0.047607421875)]"
23,28,3,I,0.0233154296875,False,"[('I', 0.9765625), ('H', 0.023193359375)]"
23,28,4,H,0.06201171875,False,"[('H', 0.94140625), ('I', 0.06005859375)]"
23,28,5,H,0.00408935546875,True,"[('H', 0.99609375), ('I', 0.00408935546875)]"
23,28,6,H,0.002471923828125,True,"[('H', 0.99609375), ('I', 0.002471923828125)]"
23,28,7,H,0.0031890869140625,True,"[('H', 0.99609375), ('I', 0.0031890869140625)]"
23,28,8,H,0.0067138671875,True,"[('H', 0.9921875), ('I', 0.006744384765625)]"
23,28,9,H,0.00150299072265625,True,"[('H', 1.0), ('I', 0.00150299072265625)]"
23,28,10,H,1.5,True,"[('I', 0.77734375), ('H', 0.22265625)]"
23,29,1,I,0.34765625,False,"[('I', 0.70703125), ('H', 0.29296875)]"
23,29,2,H,0.6328125,False,"[('H', 0.53125), ('I', 0.46875)]"
23,29,3,H,0.048583984375,False,"[('H', 0.953125), ('I', 0.047607421875)]"
23,29,4,I,1.0546875,False,"[('H', 0.65234375), ('I', 0.34765625)]"
23,29,5,I,0.2255859375,True,"[('I', 0.796875), ('H', 0.201171875)]"
23,30,1,H,4.03125,False,"[('I', 0.98046875), ('H', 0.0177001953125)]"
23,30,2,H,0.10009765625,False,"[('H', 0.90625), ('I', 0.09619140625)]"
23,30,3,H,0.0024871826171875,False,"[('H', 0.99609375), ('I', 0.002471923828125)]"
23,30,4,H,0.00193023681640625,False,"[('H', 1.0), ('I', 0.00193023681640625)]"
23,30,5,H,0.00150299072265625,True,"[('H', 1.0), ('I', 0.00150299072265625)]"
23,30,6,H,0.0011749267578125,True,"[('H', 1.0), ('I', 0.00116729736328125)]"
23,30,7,H,0.00091552734375,True,"[('H', 1.0), ('I', 0.000911712646484375)]"
23,30,8,H,0.0380859375,True,"[('H', 0.9609375), ('I', 0.03759765625)]"
23,30,9,H,0.048583984375,True,"[('H', 0.953125), ('I', 0.047607421875)]"
23,30,10,H,0.474609375,True,"[('H', 0.62109375), ('I', 0.37890625)]"
23,31,1,I,0.06201171875,False,"[('I', 0.94140625), ('H', 0.06005859375)]"
23,31,2,I,1.40625,False,"[('H', 0.75390625), ('I', 0.2451171875)]"
23,31,3,I,0.0791015625,False,"[('I', 0.92578125), ('H', 0.07568359375)]"
23,31,4,I,0.16015625,False,"[('I', 0.8515625), ('H', 0.1474609375)]"
23,31,5,I,0.474609375,True,"[('I', 0.62109375), ('H', 0.37890625)]"
23,32,1,I,0.048583984375,False,"[('I', 0.953125), ('H', 0.047607421875)]"
23,32,2,I,0.01416015625,False,"[('I', 0.984375), ('H', 0.0142822265625)]"
23,32,3,H,0.06201171875,False,"[('H', 0.94140625), ('I', 0.06005859375)]"
23,32,4,I,0.1796875,False,"[('I', 0.8359375), ('H', 0.1640625)]"
23,32,5,I,0.0791015625,True,"[('I', 0.92578125), ('H', 0.07568359375)]"
23,32,6,I,0.0181884765625,True,"[('I', 0.98046875), ('H', 0.0177001953125)]"
23,32,7,I,0.0233154296875,True,"[('I', 0.9765625), ('H', 0.023193359375)]"
23,32,8,I,0.00860595703125,True,"[('I', 0.9921875), ('H', 0.0086669921875)]"
23,32,9,I,0.00408935546875,True,"[('I', 0.99609375), ('H', 0.00408935546875)]"
23,32,10,I,0.201171875,True,"[('I', 0.81640625), ('H', 0.181640625)]"
23,33,1,I,0.06201171875,False,"[('I', 0.94140625), ('H', 0.06005859375)]"
23,33,2,I,0.048583984375,False,"[('I', 0.953125), ('H', 0.047607421875)]"
23,33,3,I,0.023193359375,False,"[('I', 0.9765625), ('H', 0.023193359375)]"
23,33,4,I,0.02978515625,False,"[('I', 0.96875), ('H', 0.029296875)]"
23,33,5,I,0.02978515625,True,"[('I', 0.96875), ('H', 0.029296875)]"
23,33,6,H,0.0380859375,True,"[('H', 0.9609375), ('I', 0.03759765625)]"
23,33,7,I,0.048583984375,True,"[('I', 0.953125), ('H', 0.047607421875)]"
23,33,8,I,0.0067138671875,True,"[('I', 0.9921875), ('H', 0.006744384765625)]"
23,33,9,I,0.002471923828125,True,"[('I', 0.99609375), ('H', 0.002471923828125)]"
23,33,10,I,0.0031890869140625,True,"[('I', 0.99609375), ('H', 0.0031890869140625)]"
23,34,1,I,0.002471923828125,False,"[('I', 0.99609375), ('H', 0.002471923828125)]"
23,34,2,I,0.002471923828125,False,"[('I', 0.99609375), ('H', 0.002471923828125)]"
23,34,3,I,0.0380859375,False,"[('I', 0.9609375), ('H', 0.03759765625)]"
23,34,4,H,0.16015625,False,"[('H', 0.8515625), ('I', 0.1474609375)]"
23,34,5,H,0.02978515625,True,"[('H', 0.96875), ('I', 0.029296875)]"
23,34,6,H,0.02978515625,True,"[('H', 0.96875), ('I', 0.029296875)]"
23,34,7,H,0.0052490234375,True,"[('H', 0.99609375), ('I', 0.0052490234375)]"
23,34,8,H,0.048583984375,True,"[('H', 0.953125), ('I', 0.047607421875)]"
23,34,9,H,0.00860595703125,True,"[('H', 0.9921875), ('I', 0.0086669921875)]"
23,34,10,H,0.5234375,True,"[('H', 0.59375), ('I', 0.40625)]"
23,35,1,I,0.4296875,False,"[('I', 0.65234375), ('H', 0.34765625)]"
23,35,2,I,0.0888671875,False,"[('I', 0.9140625), ('H', 0.08447265625)]"
23,35,3,I,0.126953125,False,"[('I', 0.87890625), ('H', 0.11962890625)]"
23,35,4,I,0.16015625,False,"[('I', 0.8515625), ('H', 0.1474609375)]"
23,35,5,I,0.0380859375,True,"[('I', 0.9609375), ('H', 0.03759765625)]"
23,36,1,H,0.201171875,False,"[('H', 0.81640625), ('I', 0.181640625)]"
23,36,2,H,1.0546875,False,"[('I', 0.65234375), ('H', 0.34765625)]"
23,36,3,H,0.10009765625,False,"[('H', 0.90625), ('I', 0.09619140625)]"
23,36,4,H,1.2265625,False,"[('I', 0.70703125), ('H', 0.29296875)]"
23,36,5,H,0.0380859375,True,"[('H', 0.9609375), ('I', 0.03759765625)]"
23,37,1,H,0.048583984375,False,"[('H', 0.953125), ('I', 0.047607421875)]"
23,37,2,H,0.0233154296875,False,"[('H', 0.9765625), ('I', 0.023193359375)]"
23,37,3,H,0.0181884765625,False,"[('H', 0.98046875), ('I', 0.0177001953125)]"
23,37,4,I,2.578125,False,"[('H', 0.92578125), ('I', 0.07568359375)]"
23,37,5,H,0.048583984375,True,"[('H', 0.953125), ('I', 0.047607421875)]"
23,37,6,H,0.00408935546875,True,"[('H', 0.99609375), ('I', 0.00408935546875)]"
23,37,7,H,0.0024871826171875,True,"[('H', 0.99609375), ('I', 0.002471923828125)]"
23,37,8,H,0.0011749267578125,True,"[('H', 1.0), ('I', 0.00116729736328125)]"
23,37,9,H,0.0015106201171875,True,"[('H', 1.0), ('I', 0.00150299072265625)]"
23,37,10,H,0.048583984375,True,"[('H', 0.953125), ('I', 0.047607421875)]"
23,38,1,H,0.0233154296875,False,"[('H', 0.9765625), ('I', 0.023193359375)]"
23,38,2,H,0.0181884765625,False,"[('H', 0.98046875), ('I', 0.0177001953125)]"
23,38,3,H,0.01104736328125,False,"[('H', 0.98828125), ('I', 0.0111083984375)]"
23,38,4,H,0.02978515625,False,"[('H', 0.96875), ('I', 0.029296875)]"
23,38,5,H,0.0031890869140625,True,"[('H', 0.99609375), ('I', 0.0031890869140625)]"
23,39,1,H,0.82421875,False,"[('I', 0.5625), ('H', 0.439453125)]"
23,39,2,I,0.126953125,False,"[('I', 0.87890625), ('H', 0.11962890625)]"
23,39,3,I,0.0067138671875,False,"[('I', 0.9921875), ('H', 0.006744384765625)]"
23,39,4,I,0.0233154296875,False,"[('I', 0.9765625), ('H', 0.023193359375)]"
23,39,5,I,0.00408935546875,True,"[('I', 0.99609375), ('H', 0.00408935546875)]"
23,39,6,I,0.0024871826171875,True,"[('I', 0.99609375), ('H', 0.002471923828125)]"
23,39,7,I,0.0024871826171875,True,"[('I', 0.99609375), ('H', 0.002471923828125)]"
23,39,8,H,0.201171875,True,"[('H', 0.81640625), ('I', 0.181640625)]"
23,39,9,H,0.0181884765625,True,"[('H', 0.98046875), ('I', 0.0177001953125)]"
23,39,10,H,0.0067138671875,True,"[('H', 0.9921875), ('I', 0.006744384765625)]"
23,40,1,H,0.0052490234375,False,"[('H', 0.99609375), ('I', 0.0052490234375)]"
23,40,2,H,0.0024871826171875,False,"[('H', 0.99609375), ('I', 0.002471923828125)]"
23,40,3,H,0.00193023681640625,False,"[('H', 1.0), ('I', 0.00193023681640625)]"
23,40,4,I,0.16015625,False,"[('I', 0.8515625), ('H', 0.1474609375)]"
23,40,5,H,0.0380859375,True,"[('H', 0.9609375), ('I', 0.03759765625)]"
23,41,1,I,1.140625,False,"[('H', 0.6796875), ('I', 0.3203125)]"
23,41,2,H,0.5234375,False,"[('H', 0.59375), ('I', 0.40625)]"
23,41,3,H,0.474609375,False,"[('H', 0.62109375), ('I', 0.37890625)]"
23,41,4,H,0.2255859375,False,"[('H', 0.796875), ('I', 0.201171875)]"
23,41,5,H,0.01416015625,True,"[('H', 0.984375), ('I', 0.0142822265625)]"
23,42,1,H,0.6328125,False,"[('H', 0.53125), ('I', 0.46875)]"
23,42,2,H,0.10009765625,False,"[('H', 0.90625), ('I', 0.09619140625)]"
23,42,3,H,0.16015625,False,"[('H', 0.8515625), ('I', 0.1474609375)]"
