trial,horizon,slot1_value,slot2_value,choice,participant,exp,reward,forced
8,10,40,36,0,29,4,32,0
9,10,40,36,0,29,4,36,0
0,5,40,48,1,29,4,58,1
1,5,40,48,0,29,4,51,1
2,5,40,48,0,29,4,28,1
3,5,40,48,1,29,4,47,1
4,5,40,48,0,29,4,42,0
0,5,40,10,1,29,4,4,1
1,5,40,10,0,29,4,30,1
2,5,40,10,1,29,4,11,1
3,5,40,10,0,29,4,37,1
4,5,40,10,0,29,4,54,0
0,5,60,56,1,29,4,62,1
1,5,60,56,0,29,4,61,1
2,5,60,56,1,29,4,51,1
3,5,60,56,0,29,4,63,1
4,5,60,56,0,29,4,52,0
0,10,40,48,1,29,4,49,1
1,10,40,48,1,29,4,62,1
2,10,40,48,0,29,4,38,1
3,10,40,48,1,29,4,42,1
4,10,40,48,1,29,4,34,0
5,10,40,48,0,29,4,42,0
6,10,40,48,0,29,4,44,0
7,10,40,48,0,29,4,35,0
8,10,40,48,1,29,4,55,0
9,10,40,48,1,29,4,49,0
0,5,56,60,0,29,4,69,1
1,5,56,60,0,29,4,57,1
2,5,56,60,0,29,4,60,1
3,5,56,60,1,29,4,56,1
4,5,56,60,0,29,4,61,0
0,10,48,60,1,29,4,43,1
1,10,48,60,0,29,4,53,1
2,10,48,60,1,29,4,70,1
3,10,48,60,1,29,4,55,1
4,10,48,60,1,29,4,62,0
5,10,48,60,1,29,4,66,0
6,10,48,60,1,29,4,63,0
7,10,48,60,1,29,4,66,0
8,10,48,60,1,29,4,59,0
9,10,48,60,1,29,4,60,0
0,5,80,60,1,29,4,48,1
1,5,80,60,1,29,4,61,1
2,5,80,60,0,29,4,89,1
3,5,80,60,1,29,4,58,1
4,5,80,60,0,29,4,75,0
0,5,40,60,1,29,4,63,1
1,5,40,60,0,29,4,40,1
2,5,40,60,0,29,4,44,1
3,5,40,60,0,29,4,50,1
4,5,40,60,1,29,4,73,0
0,10,40,70,1,29,4,68,1
1,10,40,70,0,29,4,44,1
2,10,40,70,1,29,4,73,1
3,10,40,70,0,29,4,62,1
4,10,40,70,1,29,4,60,0
5,10,40,70,1,29,4,62,0
6,10,40,70,1,29,4,67,0
7,10,40,70,1,29,4,71,0
8,10,40,70,1,29,4,84,0
9,10,40,70,1,29,4,76,0
0,5,40,32,0,29,4,30,1
1,5,40,32,1,29,4,29,1
2,5,40,32,0,29,4,39,1
3,5,40,32,0,29,4,38,1
4,5,40,32,1,29,4,28,0
0,10,40,36,1,29,4,33,1
1,10,40,36,0,29,4,27,1
2,10,40,36,0,29,4,43,1
3,10,40,36,0,29,4,35,1
4,10,40,36,0,29,4,41,0
5,10,40,36,0,29,4,37,0
6,10,40,36,0,29,4,41,0
7,10,40,36,0,29,4,53,0
8,10,40,36,0,29,4,51,0
9,10,40,36,0,29,4,36,0
0,10,72,60,0,29,4,65,1
1,10,72,60,1,29,4,49,1
2,10,72,60,0,29,4,71,1
3,10,72,60,1,29,4,58,1
4,10,72,60,0,29,4,64,0
5,10,72,60,0,29,4,75,0
6,10,72,60,0,29,4,73,0
7,10,72,60,0,29,4,83,0
8,10,72,60,0,29,4,70,0
9,10,72,60,0,29,4,71,0
0,10,40,60,1,29,4,80,1
1,10,40,60,1,29,4,49,1
2,10,40,60,0,29,4,41,1
3,10,40,60,0,29,4,42,1
4,10,40,60,1,29,4,63,0
5,10,40,60,1,29,4,62,0
6,10,40,60,1,29,4,65,0
7,10,40,60,1,29,4,56,0
8,10,40,60,1,29,4,70,0
9,10,40,60,1,29,4,59,0
0,5,40,70,0,29,4,49,1
1,5,40,70,1,29,4,66,1
2,5,40,70,1,29,4,70,1
3,5,40,70,1,29,4,77,1
4,5,40,70,1,29,4,71,0
0,10,40,60,1,29,4,58,1
1,10,40,60,1,29,4,53,1
2,10,40,60,0,29,4,43,1
3,10,40,60,0,29,4,36,1
4,10,40,60,1,29,4,66,0
5,10,40,60,1,29,4,48,0
6,10,40,60,1,29,4,51,0
7,10,40,60,1,29,4,35,0
8,10,40,60,0,29,4,44,0
9,10,40,60,0,29,4,38,0
0,10,70,40,1,29,4,38,1
1,10,70,40,0,29,4,69,1
2,10,70,40,0,29,4,72,1
3,10,70,40,0,29,4,71,1
4,10,70,40,0,29,4,67,0
5,10,70,40,0,29,4,76,0
6,10,70,40,0,29,4,79,0
7,10,70,40,0,29,4,71,0
8,10,70,40,0,29,4,85,0
9,10,70,40,0,29,4,75,0
0,5,60,56,0,29,4,66,1
1,5,60,56,1,29,4,53,1
2,5,60,56,1,29,4,60,1
3,5,60,56,1,29,4,48,1
4,5,60,56,0,29,4,51,0
0,5,20,40,0,29,4,13,1
1,5,20,40,1,29,4,38,1
2,5,20,40,0,29,4,28,1
3,5,20,40,1,29,4,31,1
4,5,20,40,1,29,4,22,0
0,5,80,60,0,29,4,80,1
1,5,80,60,0,29,4,77,1
2,5,80,60,0,29,4,81,1
3,5,80,60,1,29,4,60,1
4,5,80,60,0,29,4,92,0
0,10,48,40,0,29,4,42,1
1,10,48,40,1,29,4,24,1
2,10,48,40,0,29,4,60,1
3,10,48,40,0,29,4,64,1
4,10,48,40,0,29,4,49,0
5,10,48,40,0,29,4,40,0
6,10,48,40,0,29,4,58,0
7,10,48,40,0,29,4,43,0
8,10,48,40,0,29,4,44,0
9,10,48,40,0,29,4,55,0
0,10,40,32,1,29,4,21,1
1,10,40,32,0,29,4,58,1
2,10,40,32,1,29,4,43,1
3,10,40,32,1,29,4,29,1
4,10,40,32,0,29,4,42,0
5,10,40,32,0,29,4,42,0
6,10,40,32,0,29,4,41,0
7,10,40,32,0,29,4,35,0
8,10,40,32,0,29,4,30,0
9,10,40,32,0,29,4,43,0
0,10,48,60,1,29,4,43,1
1,10,48,60,0,29,4,53,1
2,10,48,60,1,29,4,70,1
3,10,48,60,1,29,4,55,1
4,10,48,60,1,29,4,65,0
5,10,48,60,1,29,4,73,0
6,10,48,60,1,29,4,55,0
7,10,48,60,1,29,4,49,0
8,10,48,60,0,29,4,50,0
9,10,48,60,0,29,4,47,0
0,5,60,90,1,29,4,96,1
1,5,60,90,0,29,4,72,1
2,5,60,90,0,29,4,66,1
3,5,60,90,1,29,4,92,1
4,5,60,90,1,29,4,99,0
0,5,52,60,1,29,4,68,1
1,5,52,60,1,29,4,63,1
2,5,52,60,1,29,4,62,1
3,5,52,60,0,29,4,51,1
4,5,52,60,1,29,4,60,0
0,10,60,80,1,29,4,79,1
1,10,60,80,0,29,4,74,1
2,10,60,80,1,29,4,74,1
3,10,60,80,1,29,4,90,1
4,10,60,80,1,29,4,85,0
5,10,60,80,1,29,4,68,0
6,10,60,80,0,29,4,60,0
7,10,60,80,1,29,4,86,0
8,10,60,80,1,29,4,69,0
9,10,60,80,1,29,4,85,0
0,10,40,60,1,29,4,58,1
1,10,40,60,1,29,4,53,1
2,10,40,60,0,29,4,43,1
3,10,40,60,0,29,4,36,1
4,10,40,60,1,29,4,58,0
5,10,40,60,1,29,4,58,0
6,10,40,60,1,29,4,42,0
7,10,40,60,0,29,4,32,0
8,10,40,60,1,29,4,49,0
9,10,40,60,1,29,4,57,0
0,10,30,60,0,29,4,21,1
1,10,30,60,0,29,4,26,1
2,10,30,60,1,29,4,58,1
3,10,30,60,0,29,4,30,1
4,10,30,60,1,29,4,65,0
5,10,30,60,1,29,4,43,0
6,10,30,60,1,29,4,49,0
7,10,30,60,1,29,4,48,0
8,10,30,60,1,29,4,63,0
9,10,30,60,1,29,4,72,0
0,10,60,68,0,29,4,49,1
1,10,60,68,1,29,4,65,1
2,10,60,68,0,29,4,51,1
3,10,60,68,1,29,4,65,1
4,10,60,68,1,29,4,61,0
5,10,60,68,1,29,4,72,0
6,10,60,68,1,29,4,70,0
7,10,60,68,1,29,4,84,0
8,10,60,68,1,29,4,79,0
9,10,60,68,1,29,4,72,0
0,5,68,60,1,29,4,57,1
1,5,68,60,1,29,4,63,1
2,5,68,60,0,29,4,75,1
3,5,68,60,1,29,4,55,1
4,5,68,60,0,29,4,83,0
0,10,40,48,1,29,4,65,1
1,10,40,48,1,29,4,42,1
2,10,40,48,0,29,4,62,1
3,10,40,48,0,29,4,41,1
4,10,40,48,1,29,4,58,0
5,10,40,48,1,29,4,52,0
6,10,40,48,1,29,4,56,0
7,10,40,48,1,29,4,55,0
8,10,40,48,1,29,4,45,0
9,10,40,48,1,29,4,51,0
0,10,40,20,1,29,4,17,1
1,10,40,20,1,29,4,26,1
2,10,40,20,0,29,4,27,1
3,10,40,20,1,29,4,23,1
4,10,40,20,0,29,4,27,0
5,10,40,20,0,29,4,25,0
6,10,40,20,1,29,4,19,0
7,10,40,20,0,29,4,46,0
8,10,40,20,0,29,4,41,0
9,10,40,20,0,29,4,28,0
0,10,30,60,0,29,4,52,1
1,10,30,60,1,29,4,72,1
2,10,30,60,1,29,4,71,1
3,10,30,60,1,29,4,60,1
4,10,30,60,1,29,4,67,0
5,10,30,60,1,29,4,57,0
6,10,30,60,1,29,4,65,0
7,10,30,60,1,29,4,75,0
8,10,30,60,1,29,4,61,0
9,10,30,60,1,29,4,58,0
0,10,40,60,1,29,4,53,1
1,10,40,60,0,29,4,43,1
2,10,40,60,0,29,4,50,1
3,10,40,60,0,29,4,27,1
4,10,40,60,1,29,4,57,0
5,10,40,60,1,29,4,56,0
6,10,40,60,1,29,4,63,0
7,10,40,60,1,29,4,69,0
8,10,40,60,1,29,4,68,0
9,10,40,60,1,29,4,62,0
0,10,36,40,0,29,4,34,1
1,10,36,40,1,29,4,35,1
2,10,36,40,1,29,4,41,1
3,10,36,40,0,29,4,39,1
4,10,36,40,1,29,4,41,0
5,10,36,40,1,29,4,33,0
6,10,36,40,0,29,4,43,0
7,10,36,40,0,29,4,39,0
8,10,36,40,0,29,4,30,0
9,10,36,40,1,29,4,33,0
0,5,80,60,1,29,4,70,1
1,5,80,60,1,29,4,73,1
2,5,80,60,0,29,4,72,1
3,5,80,60,0,29,4,67,1
4,5,80,60,1,29,4,61,0
0,10,40,10,0,29,4,46,1
1,10,40,10,0,29,4,51,1
2,10,40,10,1,29,4,17,1
3,10,40,10,1,29,4,21,1
4,10,40,10,0,29,4,37,0
5,10,40,10,0,29,4,45,0
6,10,40,10,0,29,4,34,0
7,10,40,10,0,29,4,44,0
8,10,40,10,0,29,4,44,0
9,10,40,10,0,29,4,48,0
0,10,40,36,1,29,4,33,1
1,10,40,36,0,29,4,27,1
2,10,40,36,0,29,4,43,1
3,10,40,36,0,29,4,35,1
4,10,40,36,0,29,4,38,0
5,10,40,36,0,29,4,28,0
6,10,40,36,1,29,4,24,0
7,10,40,36,0,29,4,37,0
8,10,40,36,0,29,4,34,0
9,10,40,36,0,29,4,33,0
0,10,60,68,0,29,4,49,1
1,10,60,68,1,29,4,65,1
2,10,60,68,0,29,4,51,1
3,10,60,68,1,29,4,65,1
4,10,60,68,1,29,4,57,0
5,10,60,68,1,29,4,63,0
6,10,60,68,1,29,4,62,0
7,10,60,68,1,29,4,59,0
8,10,60,68,1,29,4,51,0
9,10,60,68,0,29,4,69,0
0,10,32,40,0,29,4,30,1
1,10,32,40,0,29,4,34,1
2,10,32,40,0,29,4,27,1
3,10,32,40,1,29,4,36,1
4,10,32,40,1,29,4,33,0
5,10,32,40,1,29,4,45,0
6,10,32,40,1,29,4,34,0
7,10,32,40,1,29,4,44,0
8,10,32,40,1,29,4,48,0
9,10,32,40,1,29,4,39,0
0,5,64,60,1,29,4,52,1
1,5,64,60,1,29,4,45,1
2,5,64,60,0,29,4,68,1
3,5,64,60,0,29,4,54,1
4,5,64,60,0,29,4,60,0
0,10,40,60,1,29,4,53,1
1,10,40,60,0,29,4,43,1
2,10,40,60,0,29,4,50,1
3,10,40,60,0,29,4,27,1
4,10,40,60,1,29,4,64,0
5,10,40,60,1,29,4,54,0
6,10,40,60,1,29,4,49,0
7,10,40,60,1,29,4,46,0
8,10,40,60,1,29,4,57,0
9,10,40,60,1,29,4,55,0
0,5,40,28,1,29,4,25,1
1,5,40,28,1,29,4,24,1
2,5,40,28,1,29,4,38,1
3,5,40,28,0,29,4,38,1
4,5,40,28,0,29,4,45,0
0,5,48,60,1,29,4,48,1
1,5,48,60,0,29,4,46,1
2,5,48,60,0,29,4,40,1
3,5,48,60,0,29,4,46,1
4,5,48,60,1,29,4,63,0
0,10,60,80,0,29,4,65,1
1,10,60,80,1,29,4,72,1
2,10,60,80,0,29,4,63,1
3,10,60,80,0,29,4,53,1
4,10,60,80,1,29,4,85,0
5,10,60,80,1,29,4,76,0
6,10,60,80,1,29,4,76,0
7,10,60,80,1,29,4,64,0
8,10,60,80,1,29,4,76,0
9,10,60,80,1,29,4,68,0
0,10,10,40,0,29,4,18,1
1,10,10,40,1,29,4,42,1
2,10,10,40,1,29,4,45,1
3,10,10,40,0,29,4,15,1
4,10,10,40,1,29,4,29,0
5,10,10,40,1,29,4,37,0
6,10,10,40,1,29,4,50,0
7,10,10,40,1,29,4,40,0
8,10,10,40,1,29,4,45,0
9,10,10,40,1,29,4,32,0
0,10,40,60,0,29,4,41,1
1,10,40,60,0,29,4,47,1
2,10,40,60,1,29,4,74,1
3,10,40,60,1,29,4,67,1
4,10,40,60,1,29,4,67,0
5,10,40,60,1,29,4,53,0
6,10,40,60,1,29,4,56,0
7,10,40,60,1,29,4,62,0
8,10,40,60,1,29,4,59,0
9,10,40,60,1,29,4,47,0
0,5,40,48,1,29,4,58,1
1,5,40,48,0,29,4,51,1
2,5,40,48,0,29,4,28,1
3,5,40,48,1,29,4,47,1
4,5,40,48,1,29,4,52,0
0,5,40,28,0,29,4,46,1
1,5,40,28,1,29,4,41,1
2,5,40,28,0,29,4,57,1
3,5,40,28,1,29,4,24,1
4,5,40,28,0,29,4,41,0
0,5,60,56,0,29,4,66,1
1,5,60,56,1,29,4,53,1
2,5,60,56,1,29,4,60,1
3,5,60,56,1,29,4,48,1
4,5,60,56,0,29,4,51,0
0,5,60,90,1,29,4,96,1
1,5,60,90,0,29,4,72,1
2,5,60,90,0,29,4,66,1
3,5,60,90,1,29,4,92,1
4,5,60,90,1,29,4,91,0
0,10,40,48,1,29,4,65,1
1,10,40,48,1,29,4,42,1
2,10,40,48,0,29,4,62,1
3,10,40,48,0,29,4,41,1
4,10,40,48,1,29,4,41,0
5,10,40,48,0,29,4,47,0
6,10,40,48,0,29,4,27,0
7,10,40,48,1,29,4,46,0
8,10,40,48,1,29,4,50,0
9,10,40,48,1,29,4,39,0
0,10,48,60,1,29,4,51,1
1,10,48,60,0,29,4,37,1
2,10,48,60,1,29,4,62,1
3,10,48,60,0,29,4,47,1
4,10,48,60,1,29,4,61,0
5,10,48,60,1,29,4,66,0
6,10,48,60,1,29,4,60,0
7,10,48,60,1,29,4,61,0
8,10,48,60,1,29,4,57,0
9,10,48,60,1,29,4,48,0
0,5,60,72,0,29,4,58,1
1,5,60,72,1,29,4,68,1
2,5,60,72,0,29,4,76,1
3,5,60,72,1,29,4,72,1
4,5,60,72,0,29,4,58,0
0,10,52,40,1,29,4,48,1
1,10,52,40,0,29,4,45,1
2,10,52,40,1,29,4,41,1
3,10,52,40,1,29,4,48,1
4,10,52,40,0,29,4,48,0
5,10,52,40,0,29,4,49,0
6,10,52,40,0,29,4,60,0
7,10,52,40,0,29,4,50,0
8,10,52,40,1,29,4,37,0
9,10,52,40,0,29,4,48,0
0,10,40,60,1,29,4,80,1
1,10,40,60,1,29,4,49,1
2,10,40,60,0,29,4,41,1
3,10,40,60,0,29,4,42,1
4,10,40,60,1,29,4,70,0
5,10,40,60,1,29,4,71,0
6,10,40,60,1,29,4,47,0
7,10,40,60,0,29,4,39,0
8,10,40,60,1,29,4,51,0
9,10,40,60,1,29,4,62,0
0,10,40,36,1,29,4,37,1
1,10,40,36,0,29,4,48,1
2,10,40,36,0,29,4,23,1
3,10,40,36,1,29,4,39,1
4,10,40,36,1,29,4,34,0
5,10,40,36,1,29,4,38,0
6,10,40,36,1,29,4,29,0
7,10,40,36,0,29,4,29,0
8,10,40,36,0,29,4,37,0
9,10,40,36,1,29,4,28,0
0,5,40,28,1,29,4,12,1
1,5,40,28,0,29,4,44,1
2,5,40,28,0,29,4,51,1
3,5,40,28,1,29,4,21,1
4,5,40,28,0,29,4,53,0
0,5,60,30,1,29,4,45,1
1,5,60,30,0,29,4,62,1
2,5,60,30,1,29,4,30,1
3,5,60,30,1,29,4,40,1
4,5,60,30,0,29,4,58,0
0,10,40,70,0,29,4,43,1
1,10,40,70,1,29,4,73,1
2,10,40,70,1,29,4,79,1
3,10,40,70,0,29,4,35,1
4,10,40,70,1,29,4,65,0
5,10,40,70,1,29,4,72,0
6,10,40,70,1,29,4,62,0
7,10,40,70,1,29,4,59,0
8,10,40,70,0,29,4,30,0
9,10,40,70,1,29,4,70,0
0,10,36,40,0,29,4,34,1
1,10,36,40,1,29,4,35,1
2,10,36,40,1,29,4,41,1
3,10,36,40,0,29,4,39,1
4,10,36,40,1,29,4,44,0
5,10,36,40,1,29,4,45,0
6,10,36,40,1,29,4,45,0
7,10,36,40,1,29,4,45,0
8,10,36,40,1,29,4,37,0
9,10,36,40,0,29,4,38,0
0,5,36,40,1,29,4,37,1
1,5,36,40,0,29,4,27,1
2,5,36,40,1,29,4,19,1
3,5,36,40,0,29,4,33,1
4,5,36,40,0,29,4,39,0
0,5,40,10,1,29,4,1,1
1,5,40,10,0,29,4,52,1
2,5,40,10,0,29,4,41,1
3,5,40,10,1,29,4,7,1
4,5,40,10,0,29,4,40,0
0,5,40,44,1,29,4,45,1
1,5,40,44,1,29,4,38,1
2,5,40,44,1,29,4,50,1
3,5,40,44,0,29,4,32,1
4,5,40,44,1,29,4,42,0
0,5,52,60,1,29,4,68,1
1,5,52,60,1,29,4,63,1
2,5,52,60,1,29,4,62,1
3,5,52,60,0,29,4,51,1
4,5,52,60,1,29,4,43,0
0,10,60,64,1,29,4,77,1
1,10,60,64,1,29,4,72,1
2,10,60,64,0,29,4,62,1
3,10,60,64,0,29,4,57,1
4,10,60,64,1,29,4,56,0
5,10,60,64,0,29,4,62,0
6,10,60,64,0,29,4,54,0
7,10,60,64,1,29,4,62,0
8,10,60,64,1,29,4,60,0
9,10,60,64,1,29,4,73,0
0,5,40,60,1,29,4,63,1
1,5,40,60,0,29,4,40,1
2,5,40,60,0,29,4,44,1
3,5,40,60,0,29,4,50,1
4,5,40,60,1,29,4,68,0
0,10,48,60,1,29,4,51,1
1,10,48,60,0,29,4,37,1
2,10,48,60,1,29,4,62,1
3,10,48,60,0,29,4,47,1
4,10,48,60,1,29,4,59,0
5,10,48,60,1,29,4,51,0
6,10,48,60,1,29,4,62,0
7,10,48,60,1,29,4,72,0
8,10,48,60,1,29,4,50,0
9,10,48,60,1,29,4,58,0
0,10,52,40,1,29,4,48,1
1,10,52,40,0,29,4,45,1
2,10,52,40,1,29,4,41,1
3,10,52,40,1,29,4,48,1
4,10,52,40,0,29,4,47,0
5,10,52,40,1,29,4,32,0
6,10,52,40,0,29,4,48,0
7,10,52,40,0,29,4,51,0
8,10,52,40,0,29,4,49,0
9,10,52,40,0,29,4,60,0
0,5,60,30,1,29,4,45,1
1,5,60,30,0,29,4,62,1
2,5,60,30,1,29,4,30,1
3,5,60,30,1,29,4,40,1
4,5,60,30,0,29,4,55,0
0,10,72,60,0,29,4,65,1
1,10,72,60,1,29,4,49,1
2,10,72,60,0,29,4,71,1
3,10,72,60,1,29,4,58,1
4,10,72,60,0,29,4,68,0
5,10,72,60,0,29,4,79,0
6,10,72,60,0,29,4,74,0
7,10,72,60,0,29,4,79,0
8,10,72,60,0,29,4,73,0
9,10,72,60,0,29,4,92,0
0,10,30,60,0,29,4,21,1
1,10,30,60,0,29,4,26,1
2,10,30,60,1,29,4,58,1
3,10,30,60,0,29,4,30,1
4,10,30,60,1,29,4,62,0
5,10,30,60,1,29,4,55,0
6,10,30,60,1,29,4,60,0
7,10,30,60,1,29,4,63,0
8,10,30,60,1,29,4,53,0
9,10,30,60,1,29,4,67,0
0,5,52,40,1,29,4,48,1
1,5,52,40,1,29,4,37,1
2,5,52,40,0,29,4,37,1
3,5,52,40,1,29,4,32,1
4,5,52,40,0,29,4,62,0
0,5,60,52,1,29,4,60,1
1,5,60,52,0,29,4,81,1
2,5,60,52,0,29,4,51,1
3,5,60,52,1,29,4,50,1
4,5,60,52,0,29,4,51,0
0,10,40,10,0,29,4,46,1
1,10,40,10,0,29,4,51,1
2,10,40,10,1,29,4,17,1
3,10,40,10,1,29,4,21,1
4,10,40,10,0,29,4,39,0
5,10,40,10,0,29,4,38,0
6,10,40,10,0,29,4,33,0
7,10,40,10,0,29,4,34,0
8,10,40,10,1,29,4,1,0
9,10,40,10,0,29,4,43,0
0,5,80,60,0,29,4,80,1
1,5,80,60,0,29,4,77,1
2,5,80,60,0,29,4,81,1
3,5,80,60,1,29,4,60,1
4,5,80,60,0,29,4,96,0
0,10,40,20,1,29,4,17,1
1,10,40,20,1,29,4,26,1
2,10,40,20,0,29,4,27,1
3,10,40,20,1,29,4,23,1
4,10,40,20,0,29,4,52,0
5,10,40,20,0,29,4,40,0
6,10,40,20,0,29,4,54,0
7,10,40,20,0,29,4,41,0
8,10,40,20,0,29,4,30,0
9,10,40,20,0,29,4,22,0
0,5,64,60,0,29,4,53,1
1,5,64,60,0,29,4,64,1
2,5,64,60,1,29,4,49,1
3,5,64,60,0,29,4,81,1
4,5,64,60,0,29,4,73,0
0,10,60,48,0,29,4,68,1
1,10,60,48,0,29,4,54,1
2,10,60,48,0,29,4,77,1
3,10,60,48,1,29,4,46,1
4,10,60,48,0,29,4,64,0
5,10,60,48,0,29,4,60,0
6,10,60,48,0,29,4,54,0
7,10,60,48,0,29,4,63,0
8,10,60,48,0,29,4,54,0
9,10,60,48,1,29,4,59,0
0,10,60,80,0,29,4,65,1
1,10,60,80,1,29,4,72,1
2,10,60,80,0,29,4,63,1
3,10,60,80,0,29,4,53,1
4,10,60,80,1,29,4,82,0
5,10,60,80,1,29,4,75,0
6,10,60,80,1,29,4,84,0
7,10,60,80,1,29,4,80,0
8,10,60,80,1,29,4,80,0
9,10,60,80,1,29,4,99,0
0,10,52,60,1,29,4,59,1
1,10,52,60,0,29,4,56,1
2,10,52,60,0,29,4,44,1
3,10,52,60,1,29,4,65,1
4,10,52,60,1,29,4,73,0
5,10,52,60,1,29,4,64,0
6,10,52,60,1,29,4,62,0
7,10,52,60,1,29,4,57,0
8,10,52,60,0,29,4,56,0
9,10,52,60,1,29,4,50,0
0,5,80,60,1,29,4,70,1
1,5,80,60,1,29,4,73,1
2,5,80,60,0,29,4,72,1
3,5,80,60,0,29,4,67,1
4,5,80,60,1,29,4,48,0
0,10,20,40,0,29,4,16,1
1,10,20,40,0,29,4,30,1
2,10,20,40,1,29,4,34,1
3,10,20,40,1,29,4,40,1
4,10,20,40,1,29,4,50,0
5,10,20,40,1,29,4,36,0
6,10,20,40,1,29,4,35,0
7,10,20,40,0,29,4,31,0
8,10,20,40,1,29,4,38,0
9,10,20,40,1,29,4,38,0
0,5,48,40,1,29,4,62,1
1,5,48,40,1,29,4,46,1
2,5,48,40,0,29,4,41,1
3,5,48,40,0,29,4,38,1
4,5,48,40,1,29,4,43,0
0,5,40,32,0,29,4,30,1
1,5,40,32,1,29,4,29,1
2,5,40,32,0,29,4,39,1
3,5,40,32,0,29,4,38,1
4,5,40,32,1,29,4,33,0
0,10,40,48,1,29,4,49,1
1,10,40,48,1,29,4,62,1
2,10,40,48,0,29,4,38,1
3,10,40,48,1,29,4,42,1
4,10,40,48,0,29,4,36,0
5,10,40,48,1,29,4,48,0
6,10,40,48,1,29,4,32,0
7,10,40,48,0,29,4,38,0
8,10,40,48,0,29,4,55,0
9,10,40,48,0,29,4,30,0
0,10,52,60,1,29,4,52,1
1,10,52,60,0,29,4,60,1
2,10,52,60,0,29,4,59,1
3,10,52,60,1,29,4,67,1
4,10,52,60,1,29,4,69,0
5,10,52,60,1,29,4,63,0
6,10,52,60,1,29,4,61,0
7,10,52,60,1,29,4,65,0
8,10,52,60,1,29,4,65,0
9,10,52,60,1,29,4,47,0
0,5,30,60,0,29,4,24,1
1,5,30,60,1,29,4,59,1
2,5,30,60,0,29,4,30,1
3,5,30,60,0,29,4,35,1
4,5,30,60,1,29,4,65,0
0,5,52,40,1,29,4,48,1
1,5,52,40,1,29,4,37,1
2,5,52,40,0,29,4,37,1
3,5,52,40,1,29,4,32,1
4,5,52,40,0,29,4,71,0
0,5,60,72,0,29,4,58,1
1,5,60,72,1,29,4,68,1
2,5,60,72,0,29,4,76,1
3,5,60,72,1,29,4,72,1
4,5,60,72,0,29,4,59,0
0,10,60,48,0,29,4,68,1
1,10,60,48,0,29,4,54,1
2,10,60,48,0,29,4,77,1
3,10,60,48,1,29,4,46,1
4,10,60,48,0,29,4,59,0
5,10,60,48,0,29,4,73,0
6,10,60,48,0,29,4,53,0
7,10,60,48,0,29,4,55,0
8,10,60,48,0,29,4,59,0
9,10,60,48,0,29,4,59,0
0,5,40,28,1,29,4,12,1
1,5,40,28,0,29,4,44,1
2,5,40,28,0,29,4,51,1
3,5,40,28,1,29,4,21,1
4,5,40,28,0,29,4,49,0
0,5,40,52,1,29,4,43,1
1,5,40,52,0,29,4,32,1
2,5,40,52,0,29,4,37,1
3,5,40,52,1,29,4,53,1
4,5,40,52,1,29,4,55,0
0,5,80,60,1,29,4,48,1
1,5,80,60,1,29,4,61,1
2,5,80,60,0,29,4,89,1
3,5,80,60,1,29,4,58,1
4,5,80,60,0,29,4,78,0
0,5,40,70,0,29,4,49,1
1,5,40,70,1,29,4,66,1
2,5,40,70,1,29,4,70,1
3,5,40,70,1,29,4,77,1
4,5,40,70,1,29,4,63,0
0,10,60,72,0,29,4,58,1
1,10,60,72,1,29,4,58,1
2,10,60,72,0,29,4,60,1
3,10,60,72,0,29,4,64,1
4,10,60,72,1,29,4,70,0
5,10,60,72,1,29,4,76,0
6,10,60,72,1,29,4,83,0
7,10,60,72,1,29,4,59,0
8,10,60,72,0,29,4,56,0
9,10,60,72,0,29,4,59,0
0,5,90,60,0,29,4,99,1
1,5,90,60,1,29,4,63,1
2,5,90,60,0,29,4,92,1
3,5,90,60,1,29,4,62,1
4,5,90,60,0,29,4,93,0
0,5,40,60,1,29,4,62,1
1,5,40,60,0,29,4,45,1
2,5,40,60,0,29,4,43,1
3,5,40,60,1,29,4,70,1
4,5,40,60,1,29,4,55,0
0,5,20,40,0,29,4,13,1
1,5,20,40,1,29,4,38,1
2,5,20,40,0,29,4,28,1
3,5,20,40,1,29,4,31,1
4,5,20,40,0,29,4,19,0
0,10,48,40,0,29,4,42,1
1,10,48,40,1,29,4,24,1
2,10,48,40,0,29,4,60,1
3,10,48,40,0,29,4,64,1
4,10,48,40,0,29,4,47,0
5,10,48,40,1,29,4,38,0
6,10,48,40,0,29,4,40,0
7,10,48,40,0,29,4,61,0
8,10,48,40,0,29,4,46,0
9,10,48,40,1,29,4,50,0
0,10,40,60,0,29,4,41,1
1,10,40,60,0,29,4,47,1
2,10,40,60,1,29,4,74,1
3,10,40,60,1,29,4,67,1
4,10,40,60,1,29,4,82,0
5,10,40,60,1,29,4,58,0
6,10,40,60,1,29,4,62,0
7,10,40,60,1,29,4,56,0
8,10,40,60,1,29,4,63,0
9,10,40,60,1,29,4,57,0
0,5,40,10,1,29,4,1,1
1,5,40,10,0,29,4,52,1
2,5,40,10,0,29,4,41,1
3,5,40,10,1,29,4,7,1
4,5,40,10,0,29,4,49,0
0,5,40,52,1,29,4,43,1
1,5,40,52,0,29,4,32,1
2,5,40,52,0,29,4,37,1
3,5,40,52,1,29,4,53,1
4,5,40,52,1,29,4,50,0
0,10,20,40,0,29,4,16,1
1,10,20,40,0,29,4,30,1
2,10,20,40,1,29,4,34,1
