game,trial_index,horizon,ground_truth,model_predicted_char,nll,top2
12,5,6,H,H,0.474609375,"[('H', 0.62109375), ('I', 0.37890625)]"
12,6,6,H,H,0.1796875,"[('H', 0.8359375), ('I', 0.1640625)]"
12,7,6,H,H,0.02978515625,"[('H', 0.96875), ('I', 0.029296875)]"
12,8,6,H,H,0.054931640625,"[('H', 0.9453125), ('I', 0.052978515625)]"
12,9,6,I,I,1.9140625,"[('H', 0.8515625), ('I', 0.1474609375)]"
12,10,6,H,H,1.140625,"[('I', 0.6796875), ('H', 0.3203125)]"
13,5,1,I,I,0.00074005126953125,"[('I', 1.0), ('H', 0.00070953369140625)]"
14,5,6,H,H,0.0036163330078125,"[('H', 0.99609375), ('I', 0.00360107421875)]"
14,6,6,H,H,0.0004367828369140625,"[('H', 1.0), ('I', 0.000431060791015625)]"
14,7,6,I,I,4.875,"[('H', 0.9921875), ('I', 0.00762939453125)]"
14,8,6,H,H,1.5,"[('I', 0.77734375), ('H', 0.22265625)]"
14,9,6,I,I,1.40625,"[('H', 0.75390625), ('I', 0.2451171875)]"
14,10,6,I,I,0.34765625,"[('I', 0.70703125), ('H', 0.29296875)]"
15,5,1,I,I,1.2265625,"[('H', 0.703125), ('I', 0.29296875)]"
16,5,6,I,I,0.00171661376953125,"[('I', 1.0), ('H', 0.00170135498046875)]"
16,6,6,I,I,0.000255584716796875,"[('I', 1.0), ('H', 0.0002307891845703125)]"
16,7,6,I,I,0.000743865966796875,"[('I', 1.0), ('H', 0.00070953369140625)]"
16,8,6,I,I,0.0015411376953125,"[('I', 1.0), ('H', 0.00150299072265625)]"
16,9,6,I,I,0.0002918243408203125,"[('I', 1.0), ('H', 0.0002613067626953125)]"
16,10,6,I,I,0.0008697509765625,"[('I', 1.0), ('H', 0.000804901123046875)]"
17,5,6,I,I,0.04296875,"[('I', 0.95703125), ('H', 0.0419921875)]"
17,6,6,I,I,0.201171875,"[('I', 0.81640625), ('H', 0.181640625)]"
17,7,6,I,I,0.0888671875,"[('I', 0.9140625), ('H', 0.08447265625)]"
17,8,6,I,I,0.2255859375,"[('I', 0.796875), ('H', 0.201171875)]"
17,9,6,I,I,0.2021484375,"[('I', 0.81640625), ('H', 0.181640625)]"
17,10,6,I,I,0.06201171875,"[('I', 0.94140625), ('H', 0.06005859375)]"
18,5,6,H,H,0.6328125,"[('H', 0.53125), ('I', 0.46875)]"
18,6,6,H,H,0.06982421875,"[('H', 0.93359375), ('I', 0.06787109375)]"
18,7,6,H,H,0.0181884765625,"[('H', 0.98046875), ('I', 0.0177001953125)]"
18,8,6,H,H,0.0181884765625,"[('H', 0.98046875), ('I', 0.0177001953125)]"
18,9,6,H,H,0.004638671875,"[('H', 0.99609375), ('I', 0.004638671875)]"
18,10,6,H,H,0.00762939453125,"[('H', 0.9921875), ('I', 0.00762939453125)]"
19,5,6,I,I,2.46875,"[('H', 0.9140625), ('I', 0.08447265625)]"
19,6,6,H,H,0.6328125,"[('H', 0.53125), ('I', 0.46875)]"
19,7,6,H,H,0.0067138671875,"[('H', 0.9921875), ('I', 0.006744384765625)]"
19,8,6,H,H,0.0019378662109375,"[('H', 1.0), ('I', 0.00193023681640625)]"
19,9,6,H,H,0.00151824951171875,"[('H', 1.0), ('I', 0.00150299072265625)]"
19,10,6,I,I,3.40625,"[('H', 0.96875), ('I', 0.033203125)]"
20,5,1,I,I,0.00408935546875,"[('I', 0.99609375), ('H', 0.00408935546875)]"
21,5,1,H,H,0.0015106201171875,"[('H', 1.0), ('I', 0.00150299072265625)]"
22,5,6,H,H,0.3125,"[('H', 0.73046875), ('I', 0.26953125)]"
22,6,6,H,H,0.06201171875,"[('H', 0.94140625), ('I', 0.06005859375)]"
22,7,6,H,H,0.0181884765625,"[('H', 0.98046875), ('I', 0.0177001953125)]"
22,8,6,H,H,0.00118255615234375,"[('H', 1.0), ('I', 0.00116729736328125)]"
22,9,6,H,H,0.0028228759765625,"[('H', 0.99609375), ('I', 0.0028076171875)]"
22,10,6,H,H,0.474609375,"[('H', 0.62109375), ('I', 0.37890625)]"
23,5,6,I,I,0.16015625,"[('I', 0.8515625), ('H', 0.1474609375)]"
23,6,6,I,I,0.00118255615234375,"[('I', 1.0), ('H', 0.00116729736328125)]"
23,7,6,I,I,0.00408935546875,"[('I', 0.99609375), ('H', 0.00408935546875)]"
23,8,6,I,I,0.01104736328125,"[('I', 0.98828125), ('H', 0.0111083984375)]"
23,9,6,I,I,0.00171661376953125,"[('I', 1.0), ('H', 0.00170135498046875)]"
23,10,6,I,I,0.0791015625,"[('I', 0.92578125), ('H', 0.07568359375)]"
24,5,6,I,I,0.0015411376953125,"[('I', 1.0), ('H', 0.00150299072265625)]"
24,6,6,I,I,0.00024127960205078125,"[('I', 1.0), ('H', 0.00020313262939453125)]"
24,7,6,I,I,0.000408172607421875,"[('I', 1.0), ('H', 0.000335693359375)]"
24,8,6,I,I,0.00012874603271484375,"[('I', 1.0), ('H', 0.0001087188720703125)]"
24,9,6,I,I,0.0008392333984375,"[('I', 1.0), ('H', 0.000804901123046875)]"
24,10,6,I,I,0.00156402587890625,"[('I', 1.0), ('H', 0.00150299072265625)]"
25,5,6,I,I,0.142578125,"[('I', 0.8671875), ('H', 0.1328125)]"
25,6,6,H,H,3.53125,"[('I', 0.96875), ('H', 0.029296875)]"
25,7,6,I,I,0.1005859375,"[('I', 0.90625), ('H', 0.09619140625)]"
25,8,6,I,I,0.0888671875,"[('I', 0.9140625), ('H', 0.08447265625)]"
25,9,6,I,I,0.06201171875,"[('I', 0.94140625), ('H', 0.06005859375)]"
25,10,6,I,I,0.0159912109375,"[('I', 0.984375), ('H', 0.015625)]"
26,5,6,I,I,0.38671875,"[('I', 0.6796875), ('H', 0.3203125)]"
26,6,6,I,I,0.06982421875,"[('I', 0.93359375), ('H', 0.06787109375)]"
26,7,6,H,H,1.8046875,"[('I', 0.8359375), ('H', 0.1640625)]"
26,8,6,I,I,1.5,"[('H', 0.77734375), ('I', 0.22265625)]"
26,9,6,H,H,1.0546875,"[('I', 0.65234375), ('H', 0.34765625)]"
26,10,6,H,H,0.2255859375,"[('H', 0.796875), ('I', 0.201171875)]"
27,5,6,I,I,0.00030517578125,"[('I', 1.0), ('H', 0.0002956390380859375)]"
27,6,6,I,I,0.00018405914306640625,"[('I', 1.0), ('H', 0.000179290771484375)]"
27,7,6,I,I,0.0067138671875,"[('I', 0.9921875), ('H', 0.006744384765625)]"
27,8,6,I,I,8.630752563476562e-05,"[('I', 1.0), ('H', 7.486343383789062e-05)]"
27,9,6,I,I,0.0005645751953125,"[('I', 1.0), ('H', 0.000553131103515625)]"
27,10,6,I,I,6.67572021484375e-05,"[('I', 1.0), ('H', 5.14984130859375e-05)]"
28,5,6,H,H,0.005950927734375,"[('H', 0.9921875), ('I', 0.005950927734375)]"
28,6,6,H,H,0.0031890869140625,"[('H', 0.99609375), ('I', 0.0031890869140625)]"
28,7,6,H,H,0.2255859375,"[('H', 0.796875), ('I', 0.201171875)]"
28,8,6,H,H,0.00193023681640625,"[('H', 1.0), ('I', 0.00193023681640625)]"
28,9,6,H,H,0.000812530517578125,"[('H', 1.0), ('I', 0.000804901123046875)]"
28,10,6,H,H,0.00118255615234375,"[('H', 1.0), ('I', 0.00116729736328125)]"
29,5,1,I,I,0.0024871826171875,"[('I', 0.99609375), ('H', 0.002471923828125)]"
30,5,1,I,I,0.00118255615234375,"[('I', 1.0), ('H', 0.00116729736328125)]"
31,5,1,H,H,1.6015625,"[('I', 0.796875), ('H', 0.201171875)]"
32,5,1,I,I,0.00104522705078125,"[('I', 1.0), ('H', 0.00102996826171875)]"
33,5,1,I,I,0.0067138671875,"[('I', 0.9921875), ('H', 0.006744384765625)]"
34,5,6,I,I,0.000148773193359375,"[('I', 1.0), ('H', 0.00014019012451171875)]"
34,6,6,I,I,6.580352783203125e-05,"[('I', 1.0), ('H', 5.841255187988281e-05)]"
34,7,6,I,I,0.000347137451171875,"[('I', 1.0), ('H', 0.000335693359375)]"
34,8,6,I,I,0.000316619873046875,"[('I', 1.0), ('H', 0.0002956390380859375)]"
34,9,6,I,I,8.678436279296875e-05,"[('I', 1.0), ('H', 6.628036499023438e-05)]"
34,10,6,I,I,0.0003719329833984375,"[('I', 1.0), ('H', 0.0002956390380859375)]"
35,5,6,H,H,0.34765625,"[('H', 0.70703125), ('I', 0.29296875)]"
35,6,6,H,H,0.474609375,"[('H', 0.62109375), ('I', 0.37890625)]"
35,7,6,H,H,0.009765625,"[('H', 0.9921875), ('I', 0.00982666015625)]"
35,8,6,H,H,0.11279296875,"[('H', 0.89453125), ('I', 0.10693359375)]"
35,9,6,I,I,2.015625,"[('H', 0.8671875), ('I', 0.1328125)]"
35,10,6,H,H,0.69140625,"[('I', 0.5), ('H', 0.5)]"
36,5,1,H,H,0.4296875,"[('H', 0.65234375), ('I', 0.34765625)]"
37,5,6,I,I,0.0019378662109375,"[('I', 1.0), ('H', 0.00193023681640625)]"
37,6,6,I,I,9.965896606445312e-05,"[('I', 1.0), ('H', 9.632110595703125e-05)]"
37,7,6,I,I,0.00091552734375,"[('I', 1.0), ('H', 0.000911712646484375)]"
37,8,6,I,I,0.00408935546875,"[('I', 0.99609375), ('H', 0.00408935546875)]"
37,9,6,I,I,0.00023746490478515625,"[('I', 1.0), ('H', 0.0002307891845703125)]"
37,10,6,I,I,0.00015163421630859375,"[('I', 1.0), ('H', 0.00014019012451171875)]"
38,5,6,I,I,0.002197265625,"[('I', 0.99609375), ('H', 0.0021820068359375)]"
38,6,6,I,I,0.11279296875,"[('I', 0.89453125), ('H', 0.10693359375)]"
38,7,6,I,I,0.0205078125,"[('I', 0.98046875), ('H', 0.0203857421875)]"
38,8,6,I,I,0.0380859375,"[('I', 0.9609375), ('H', 0.03759765625)]"
38,9,6,I,I,0.0181884765625,"[('I', 0.98046875), ('H', 0.0177001953125)]"
38,10,6,H,H,2.578125,"[('I', 0.92578125), ('H', 0.07568359375)]"
39,5,6,H,H,0.0008087158203125,"[('H', 1.0), ('I', 0.000804901123046875)]"
39,6,6,H,H,0.007598876953125,"[('H', 0.9921875), ('I', 0.00762939453125)]"
39,7,6,H,H,0.00103759765625,"[('H', 1.0), ('I', 0.00102996826171875)]"
39,8,6,H,H,0.0791015625,"[('H', 0.92578125), ('I', 0.07568359375)]"
39,9,6,H,H,0.0028228759765625,"[('H', 0.99609375), ('I', 0.0028076171875)]"
39,10,6,H,H,0.00104522705078125,"[('H', 1.0), ('I', 0.00102996826171875)]"
40,5,6,H,H,0.0028076171875,"[('H', 0.99609375), ('I', 0.0028076171875)]"
40,6,6,H,H,0.0003833770751953125,"[('H', 1.0), ('I', 0.0003795623779296875)]"
40,7,6,H,H,0.00193023681640625,"[('H', 1.0), ('I', 0.00193023681640625)]"
40,8,6,H,H,0.0008087158203125,"[('H', 1.0), ('I', 0.000804901123046875)]"
40,9,6,H,H,0.00762939453125,"[('H', 0.9921875), ('I', 0.00762939453125)]"
40,10,6,H,H,0.048583984375,"[('H', 0.953125), ('I', 0.047607421875)]"
41,5,6,H,H,6.875,"[('I', 1.0), ('H', 0.00102996826171875)]"
41,6,6,I,I,0.251953125,"[('I', 0.77734375), ('H', 0.22265625)]"
41,7,6,I,I,0.04296875,"[('I', 0.95703125), ('H', 0.0419921875)]"
41,8,6,I,I,0.0052490234375,"[('I', 0.99609375), ('H', 0.0052490234375)]"
41,9,6,I,I,0.00104522705078125,"[('I', 1.0), ('H', 0.00102996826171875)]"
41,10,6,I,I,0.02978515625,"[('I', 0.96875), ('H', 0.029296875)]"
42,5,6,H,H,0.38671875,"[('H', 0.6796875), ('I', 0.3203125)]"
42,6,6,H,H,0.474609375,"[('H', 0.62109375), ('I', 0.37890625)]"
42,7,6,H,H,0.34765625,"[('H', 0.70703125), ('I', 0.29296875)]"
42,8,6,H,H,0.0015106201171875,"[('H', 1.0), ('I', 0.00150299072265625)]"
42,9,6,H,H,0.0159912109375,"[('H', 0.984375), ('I', 0.015625)]"
42,10,6,H,H,0.126953125,"[('H', 0.87890625), ('I', 0.11962890625)]"
43,5,6,I,I,1.2265625,"[('H', 0.703125), ('I', 0.29296875)]"
43,6,6,H,H,1.40625,"[('I', 0.75390625), ('H', 0.2451171875)]"
43,7,6,H,H,0.142578125,"[('H', 0.8671875), ('I', 0.1328125)]"
43,8,6,H,H,0.0067138671875,"[('H', 0.9921875), ('I', 0.006744384765625)]"
43,9,6,H,H,0.142578125,"[('H', 0.8671875), ('I', 0.1328125)]"
43,10,6,I,I,1.9140625,"[('H', 0.8515625), ('I', 0.1474609375)]"
44,5,6,I,I,0.000385284423828125,"[('I', 1.0), ('H', 0.0003795623779296875)]"
44,6,6,I,I,0.0028076171875,"[('I', 0.99609375), ('H', 0.0028076171875)]"
44,7,6,I,I,0.00018310546875,"[('I', 1.0), ('H', 0.000179290771484375)]"
44,8,6,I,I,0.0013275146484375,"[('I', 1.0), ('H', 0.0013275146484375)]"
44,9,6,I,I,0.00023555755615234375,"[('I', 1.0), ('H', 0.0002307891845703125)]"
44,10,6,I,I,0.00014972686767578125,"[('I', 1.0), ('H', 0.00014019012451171875)]"
45,5,6,H,H,0.0205078125,"[('H', 0.98046875), ('I', 0.0203857421875)]"
45,6,6,H,H,0.00408935546875,"[('H', 0.99609375), ('I', 0.00408935546875)]"
45,7,6,H,H,0.0888671875,"[('H', 0.9140625), ('I', 0.08447265625)]"
45,8,6,H,H,0.007598876953125,"[('H', 0.9921875), ('I', 0.00762939453125)]"
45,9,6,H,H,0.007598876953125,"[('H', 0.9921875), ('I', 0.00762939453125)]"
45,10,6,H,H,0.142578125,"[('H', 0.8671875), ('I', 0.1328125)]"
46,5,1,H,H,0.00043487548828125,"[('H', 1.0), ('I', 0.000431060791015625)]"
47,5,1,H,H,1.2265625,"[('I', 0.703125), ('H', 0.29296875)]"
48,5,6,I,I,0.0159912109375,"[('I', 0.984375), ('H', 0.015625)]"
48,6,6,I,I,0.004638671875,"[('I', 0.99609375), ('H', 0.004638671875)]"
48,7,6,I,I,0.01104736328125,"[('I', 0.98828125), ('H', 0.0111083984375)]"
48,8,6,H,H,0.69140625,"[('I', 0.5), ('H', 0.5)]"
48,9,6,I,I,0.38671875,"[('I', 0.6796875), ('H', 0.3203125)]"
48,10,6,I,I,0.006744384765625,"[('I', 0.9921875), ('H', 0.006744384765625)]"
49,5,6,I,I,0.0125732421875,"[('I', 0.98828125), ('H', 0.0125732421875)]"
49,6,6,I,I,0.00360107421875,"[('I', 0.99609375), ('H', 0.00360107421875)]"
49,7,6,I,I,0.10009765625,"[('I', 0.90625), ('H', 0.09619140625)]"
49,8,6,I,I,0.001708984375,"[('I', 1.0), ('H', 0.00170135498046875)]"
49,9,6,I,I,0.10009765625,"[('I', 0.90625), ('H', 0.09619140625)]"
49,10,6,I,I,0.00408935546875,"[('I', 0.99609375), ('H', 0.00408935546875)]"
50,5,1,I,I,0.06982421875,"[('I', 0.93359375), ('H', 0.06787109375)]"
51,5,6,I,I,0.01104736328125,"[('I', 0.98828125), ('H', 0.0111083984375)]"
51,6,6,I,I,0.004638671875,"[('I', 0.99609375), ('H', 0.004638671875)]"
51,7,6,I,I,0.0052490234375,"[('I', 0.99609375), ('H', 0.0052490234375)]"
51,8,6,I,I,0.009765625,"[('I', 0.9921875), ('H', 0.00982666015625)]"
51,9,6,I,I,0.01416015625,"[('I', 0.984375), ('H', 0.0142822265625)]"
51,10,6,I,I,0.00250244140625,"[('I', 0.99609375), ('H', 0.002471923828125)]"
52,5,1,I,I,0.00151824951171875,"[('I', 1.0), ('H', 0.00150299072265625)]"
53,5,6,I,I,0.10009765625,"[('I', 0.90625), ('H', 0.09619140625)]"
53,6,6,I,I,0.03369140625,"[('I', 0.96875), ('H', 0.033203125)]"
53,7,6,I,I,0.00103759765625,"[('I', 1.0), ('H', 0.00102996826171875)]"
53,8,6,I,I,0.00408935546875,"[('I', 0.99609375), ('H', 0.00408935546875)]"
53,9,6,I,I,0.0181884765625,"[('I', 0.98046875), ('H', 0.0177001953125)]"
53,10,6,I,I,0.004638671875,"[('I', 0.99609375), ('H', 0.004638671875)]"
54,5,6,I,I,0.005950927734375,"[('I', 0.9921875), ('H', 0.005950927734375)]"
54,6,6,I,I,0.0031890869140625,"[('I', 0.99609375), ('H', 0.0031890869140625)]"
54,7,6,I,I,0.0888671875,"[('I', 0.9140625), ('H', 0.08447265625)]"
54,8,6,I,I,0.6328125,"[('I', 0.53125), ('H', 0.46875)]"
54,9,6,I,I,0.142578125,"[('I', 0.8671875), ('H', 0.1328125)]"
54,10,6,I,I,0.3125,"[('I', 0.73046875), ('H', 0.26953125)]"
55,5,6,I,I,6.375,"[('H', 1.0), ('I', 0.00170135498046875)]"
55,6,6,H,H,0.6328125,"[('H', 0.53125), ('I', 0.46875)]"
55,7,6,I,I,4.75,"[('H', 0.9921875), ('I', 0.0086669921875)]"
55,8,6,H,H,0.201171875,"[('H', 0.81640625), ('I', 0.181640625)]"
55,9,6,I,I,2.34375,"[('H', 0.90625), ('I', 0.09619140625)]"
55,10,6,H,H,0.474609375,"[('H', 0.62109375), ('I', 0.37890625)]"
56,5,6,I,I,0.251953125,"[('I', 0.77734375), ('H', 0.22265625)]"
56,6,6,H,H,1.3125,"[('I', 0.73046875), ('H', 0.26953125)]"
56,7,6,I,I,0.6328125,"[('I', 0.53125), ('H', 0.46875)]"
56,8,6,H,H,1.2265625,"[('I', 0.70703125), ('H', 0.29296875)]"
56,9,6,I,I,0.7578125,"[('H', 0.53125), ('I', 0.46875)]"
56,10,6,I,I,0.38671875,"[('I', 0.6796875), ('H', 0.3203125)]"
57,5,6,I,I,0.003631591796875,"[('I', 0.99609375), ('H', 0.00360107421875)]"
57,6,6,I,I,0.0008087158203125,"[('I', 1.0), ('H', 0.000804901123046875)]"
57,7,6,I,I,0.000919342041015625,"[('I', 1.0), ('H', 0.000911712646484375)]"
57,8,6,I,I,0.009765625,"[('I', 0.9921875), ('H', 0.00982666015625)]"
57,9,6,I,I,0.054931640625,"[('I', 0.9453125), ('H', 0.052978515625)]"
57,10,6,I,I,0.006744384765625,"[('I', 0.9921875), ('H', 0.006744384765625)]"
58,5,1,I,I,0.00016307830810546875,"[('I', 1.0), ('H', 0.0001583099365234375)]"
59,5,6,H,H,0.048583984375,"[('H', 0.953125), ('I', 0.047607421875)]"
59,6,6,H,H,0.0380859375,"[('H', 0.9609375), ('I', 0.03759765625)]"
59,7,6,H,H,0.02978515625,"[('H', 0.96875), ('I', 0.029296875)]"
59,8,6,H,H,0.126953125,"[('H', 0.87890625), ('I', 0.11962890625)]"
59,9,6,H,H,0.0181884765625,"[('H', 0.98046875), ('I', 0.0177001953125)]"
59,10,6,H,H,0.0181884765625,"[('H', 0.98046875), ('I', 0.0177001953125)]"
60,5,1,H,H,0.3125,"[('H', 0.73046875), ('I', 0.26953125)]"
61,5,6,H,H,0.01416015625,"[('H', 0.984375), ('I', 0.0142822265625)]"
61,6,6,H,H,0.0380859375,"[('H', 0.9609375), ('I', 0.03759765625)]"
61,7,6,H,H,0.00860595703125,"[('H', 0.9921875), ('I', 0.0086669921875)]"
61,8,6,H,H,0.01251220703125,"[('H', 0.98828125), ('I', 0.0125732421875)]"
61,9,6,H,H,0.0067138671875,"[('H', 0.9921875), ('I', 0.006744384765625)]"
61,10,6,H,H,0.0052490234375,"[('H', 0.99609375), ('I', 0.0052490234375)]"
62,5,1,H,H,0.06201171875,"[('H', 0.94140625), ('I', 0.06005859375)]"
63,5,1,I,I,0.11279296875,"[('I', 0.89453125), ('H', 0.10693359375)]"
64,5,6,H,H,0.82421875,"[('I', 0.5625), ('H', 0.439453125)]"
64,6,6,H,H,0.126953125,"[('H', 0.87890625), ('I', 0.11962890625)]"
64,7,6,H,H,0.28125,"[('H', 0.75390625), ('I', 0.2451171875)]"
64,8,6,H,H,0.0791015625,"[('H', 0.92578125), ('I', 0.07568359375)]"
64,9,6,H,H,0.0159912109375,"[('H', 0.984375), ('I', 0.015625)]"
64,10,6,H,H,0.03369140625,"[('H', 0.96875), ('I', 0.033203125)]"
65,5,6,H,H,3.046875,"[('I', 0.953125), ('H', 0.047607421875)]"
65,6,6,I,I,0.57421875,"[('I', 0.5625), ('H', 0.439453125)]"
65,7,6,H,H,1.6015625,"[('I', 0.796875), ('H', 0.201171875)]"
65,8,6,H,H,0.11279296875,"[('H', 0.89453125), ('I', 0.10693359375)]"
65,9,6,H,H,0.03369140625,"[('H', 0.96875), ('I', 0.033203125)]"
65,10,6,H,H,0.0205078125,"[('H', 0.98046875), ('I', 0.0203857421875)]"
66,5,1,H,H,0.28125,"[('H', 0.75390625), ('I', 0.2451171875)]"
67,5,6,I,I,0.7578125,"[('H', 0.53125), ('I', 0.46875)]"
67,6,6,I,I,0.00408935546875,"[('I', 0.99609375), ('H', 0.00408935546875)]"
67,7,6,I,I,0.006744384765625,"[('I', 0.9921875), ('H', 0.006744384765625)]"
67,8,6,I,I,0.01416015625,"[('I', 0.984375), ('H', 0.0142822265625)]"
67,9,6,I,I,0.06201171875,"[('I', 0.94140625), ('H', 0.06005859375)]"
67,10,6,I,I,0.4296875,"[('I', 0.65234375), ('H', 0.34765625)]"
68,5,6,I,I,0.01416015625,"[('I', 0.984375), ('H', 0.0142822265625)]"
68,6,6,I,I,0.2255859375,"[('I', 0.796875), ('H', 0.201171875)]"
68,7,6,I,I,0.01416015625,"[('I', 0.984375), ('H', 0.0142822265625)]"
68,8,6,I,I,0.0791015625,"[('I', 0.92578125), ('H', 0.07568359375)]"
68,9,6,I,I,0.3125,"[('I', 0.73046875), ('H', 0.26953125)]"
68,10,6,I,I,0.38671875,"[('I', 0.6796875), ('H', 0.3203125)]"
69,5,6,I,I,0.04296875,"[('I', 0.95703125), ('H', 0.0419921875)]"
69,6,6,I,I,0.0262451171875,"[('I', 0.97265625), ('H', 0.02587890625)]"
69,7,6,I,I,0.251953125,"[('I', 0.77734375), ('H', 0.22265625)]"
69,8,6,I,I,0.00860595703125,"[('I', 0.9921875), ('H', 0.0086669921875)]"
69,9,6,I,I,0.126953125,"[('I', 0.87890625), ('H', 0.11962890625)]"
69,10,6,I,I,0.0263671875,"[('I', 0.97265625), ('H', 0.02587890625)]"
70,5,1,H,H,0.054931640625,"[('H', 0.9453125), ('I', 0.052978515625)]"
71,5,6,H,H,2.34375,"[('I', 0.90625), ('H', 0.09619140625)]"
71,6,6,H,H,0.57421875,"[('H', 0.5625), ('I', 0.439453125)]"
71,7,6,H,H,0.251953125,"[('H', 0.77734375), ('I', 0.22265625)]"
71,8,6,H,H,0.06982421875,"[('H', 0.93359375), ('I', 0.06787109375)]"
71,9,6,H,H,0.048583984375,"[('H', 0.953125), ('I', 0.047607421875)]"
71,10,6,H,H,0.2255859375,"[('H', 0.796875), ('I', 0.201171875)]"
72,5,1,H,H,0.69140625,"[('I', 0.5), ('H', 0.5)]"
73,5,1,H,H,0.2255859375,"[('H', 0.796875), ('I', 0.201171875)]"
74,5,6,H,H,0.009765625,"[('H', 0.9921875), ('I', 0.00982666015625)]"
74,6,6,H,H,0.01104736328125,"[('H', 0.98828125), ('I', 0.0111083984375)]"
74,7,6,H,H,0.0067138671875,"[('H', 0.9921875), ('I', 0.006744384765625)]"
74,8,6,H,H,0.0031890869140625,"[('H', 0.99609375), ('I', 0.0031890869140625)]"
74,9,6,H,H,0.02978515625,"[('H', 0.96875), ('I', 0.029296875)]"
74,10,6,H,H,0.01416015625,"[('H', 0.984375), ('I', 0.0142822265625)]"
75,5,6,H,H,0.10009765625,"[('H', 0.90625), ('I', 0.09619140625)]"
75,6,6,H,H,0.0052490234375,"[('H', 0.99609375), ('I', 0.0052490234375)]"
75,7,6,H,H,0.02978515625,"[('H', 0.96875), ('I', 0.029296875)]"
75,8,6,H,H,0.00408935546875,"[('H', 0.99609375), ('I', 0.00408935546875)]"
75,9,6,H,H,0.0262451171875,"[('H', 0.97265625), ('I', 0.02587890625)]"
75,10,6,H,H,0.0052490234375,"[('H', 0.99609375), ('I', 0.0052490234375)]"
76,5,1,H,H,0.1796875,"[('H', 0.8359375), ('I', 0.1640625)]"
77,5,1,H,H,0.0024871826171875,"[('H', 0.99609375), ('I', 0.002471923828125)]"
78,5,6,I,I,0.0181884765625,"[('I', 0.98046875), ('H', 0.0177001953125)]"
78,6,6,I,I,0.001708984375,"[('I', 1.0), ('H', 0.00170135498046875)]"
78,7,6,I,I,0.048583984375,"[('I', 0.953125), ('H', 0.047607421875)]"
