game,trial_index,horizon,ground_truth,model_predicted_char,nll,top2
15,7,6,H,H,0.00064849853515625,"[('H', 1.0), ('I', 0.0006256103515625)]"
15,8,6,H,H,0.000766754150390625,"[('H', 1.0), ('I', 0.00070953369140625)]"
15,9,6,H,H,0.000530242919921875,"[('H', 1.0), ('I', 0.00048828125)]"
15,10,6,H,H,0.000774383544921875,"[('H', 1.0), ('I', 0.00070953369140625)]"
16,5,1,I,I,0.0888671875,"[('I', 0.9140625), ('H', 0.08447265625)]"
17,5,6,I,I,0.00872802734375,"[('I', 0.9921875), ('H', 0.0086669921875)]"
17,6,6,I,I,0.00016307830810546875,"[('I', 1.0), ('H', 0.00012302398681640625)]"
17,7,6,I,I,0.00021266937255859375,"[('I', 1.0), ('H', 0.000179290771484375)]"
17,8,6,I,I,0.000179290771484375,"[('I', 1.0), ('H', 0.00014019012451171875)]"
17,9,6,I,I,0.0003185272216796875,"[('I', 1.0), ('H', 0.0002613067626953125)]"
17,10,6,I,I,0.00016498565673828125,"[('I', 1.0), ('H', 0.00012302398681640625)]"
18,5,6,H,H,0.474609375,"[('H', 0.62109375), ('I', 0.37890625)]"
18,6,6,H,H,0.0380859375,"[('H', 0.9609375), ('I', 0.03759765625)]"
18,7,6,I,I,3.171875,"[('H', 0.95703125), ('I', 0.0419921875)]"
18,8,6,H,H,0.97265625,"[('I', 0.62109375), ('H', 0.37890625)]"
18,9,6,H,H,0.01104736328125,"[('H', 0.98828125), ('I', 0.0111083984375)]"
18,10,6,H,H,0.0036163330078125,"[('H', 0.99609375), ('I', 0.00360107421875)]"
19,5,6,H,H,0.142578125,"[('H', 0.8671875), ('I', 0.1328125)]"
19,6,6,I,I,1.703125,"[('H', 0.81640625), ('I', 0.181640625)]"
19,7,6,I,I,0.1796875,"[('I', 0.8359375), ('H', 0.1640625)]"
19,8,6,I,I,0.0791015625,"[('I', 0.92578125), ('H', 0.07568359375)]"
19,9,6,I,I,0.126953125,"[('I', 0.87890625), ('H', 0.11962890625)]"
19,10,6,I,I,0.0086669921875,"[('I', 0.9921875), ('H', 0.0086669921875)]"
20,5,6,H,H,2.34375,"[('I', 0.90625), ('H', 0.09619140625)]"
20,6,6,H,H,0.6328125,"[('H', 0.53125), ('I', 0.46875)]"
20,7,6,H,H,0.00408935546875,"[('H', 0.99609375), ('I', 0.00408935546875)]"
20,8,6,H,H,0.000728607177734375,"[('H', 1.0), ('I', 0.00070953369140625)]"
20,9,6,H,H,0.001068115234375,"[('H', 1.0), ('I', 0.00102996826171875)]"
20,10,6,H,H,0.001068115234375,"[('H', 1.0), ('I', 0.00102996826171875)]"
21,5,6,I,I,0.3125,"[('I', 0.73046875), ('H', 0.26953125)]"
21,6,6,I,I,0.000919342041015625,"[('I', 1.0), ('H', 0.000911712646484375)]"
21,7,6,I,I,0.00118255615234375,"[('I', 1.0), ('H', 0.00116729736328125)]"
21,8,6,I,I,0.0036163330078125,"[('I', 0.99609375), ('H', 0.00360107421875)]"
21,9,6,I,I,0.002227783203125,"[('I', 0.99609375), ('H', 0.0021820068359375)]"
21,10,6,I,I,0.00106048583984375,"[('I', 1.0), ('H', 0.00102996826171875)]"
22,5,6,I,I,0.38671875,"[('I', 0.6796875), ('H', 0.3203125)]"
22,6,6,I,I,0.126953125,"[('I', 0.87890625), ('H', 0.11962890625)]"
22,7,6,I,I,0.34765625,"[('I', 0.70703125), ('H', 0.29296875)]"
22,8,6,I,I,0.0024871826171875,"[('I', 0.99609375), ('H', 0.002471923828125)]"
22,9,6,I,I,0.0181884765625,"[('I', 0.98046875), ('H', 0.0177001953125)]"
22,10,6,I,I,0.00151824951171875,"[('I', 1.0), ('H', 0.00150299072265625)]"
23,5,6,H,H,0.251953125,"[('H', 0.77734375), ('I', 0.22265625)]"
23,6,6,H,H,0.009765625,"[('H', 0.9921875), ('I', 0.00982666015625)]"
23,7,6,I,I,0.251953125,"[('I', 0.77734375), ('H', 0.22265625)]"
23,8,6,I,I,0.142578125,"[('I', 0.8671875), ('H', 0.1328125)]"
23,9,6,I,I,0.01416015625,"[('I', 0.984375), ('H', 0.0142822265625)]"
23,10,6,I,I,0.04296875,"[('I', 0.95703125), ('H', 0.0419921875)]"
24,5,1,I,I,0.0791015625,"[('I', 0.92578125), ('H', 0.07568359375)]"
25,5,6,H,H,0.0181884765625,"[('H', 0.98046875), ('I', 0.0177001953125)]"
25,6,6,H,H,0.00018596649169921875,"[('H', 1.0), ('I', 0.000179290771484375)]"
25,7,6,H,H,0.0003910064697265625,"[('H', 1.0), ('I', 0.0003795623779296875)]"
25,8,6,H,H,0.000171661376953125,"[('H', 1.0), ('I', 0.0001583099365234375)]"
25,9,6,H,H,0.006744384765625,"[('H', 0.9921875), ('I', 0.006744384765625)]"
25,10,6,H,H,0.00034332275390625,"[('H', 1.0), ('I', 0.0002956390380859375)]"
26,5,1,H,H,0.0380859375,"[('H', 0.9609375), ('I', 0.03759765625)]"
27,5,1,I,I,2.34375,"[('H', 0.90625), ('I', 0.09619140625)]"
28,5,6,H,H,0.0888671875,"[('H', 0.9140625), ('I', 0.08447265625)]"
28,6,6,H,H,0.00103759765625,"[('H', 1.0), ('I', 0.00102996826171875)]"
28,7,6,H,H,0.00081634521484375,"[('H', 1.0), ('I', 0.000804901123046875)]"
28,8,6,H,H,1.140625,"[('I', 0.6796875), ('H', 0.3203125)]"
28,9,6,H,H,0.003631591796875,"[('H', 0.99609375), ('I', 0.00360107421875)]"
28,10,6,I,I,1.8046875,"[('H', 0.8359375), ('I', 0.1640625)]"
29,5,1,H,H,0.2255859375,"[('H', 0.796875), ('I', 0.201171875)]"
30,5,6,I,I,0.00860595703125,"[('I', 0.9921875), ('H', 0.0086669921875)]"
30,6,6,I,I,0.0013427734375,"[('I', 1.0), ('H', 0.0013275146484375)]"
30,7,6,I,I,0.000514984130859375,"[('I', 1.0), ('H', 0.00048828125)]"
30,8,6,I,I,0.00066375732421875,"[('I', 1.0), ('H', 0.0006256103515625)]"
30,9,6,I,I,0.002532958984375,"[('I', 0.99609375), ('H', 0.002471923828125)]"
30,10,6,I,I,0.007659912109375,"[('I', 0.9921875), ('H', 0.00762939453125)]"
31,5,1,H,H,0.0052490234375,"[('H', 0.99609375), ('I', 0.0052490234375)]"
32,5,6,H,H,1.0546875,"[('I', 0.65234375), ('H', 0.34765625)]"
32,6,6,H,H,0.054931640625,"[('H', 0.9453125), ('I', 0.052978515625)]"
32,7,6,I,I,0.4296875,"[('I', 0.65234375), ('H', 0.34765625)]"
32,8,6,H,H,2.46875,"[('I', 0.9140625), ('H', 0.08447265625)]"
32,9,6,H,H,0.97265625,"[('I', 0.62109375), ('H', 0.37890625)]"
32,10,6,H,H,0.10009765625,"[('H', 0.90625), ('I', 0.09619140625)]"
33,5,6,H,H,0.16015625,"[('H', 0.8515625), ('I', 0.1474609375)]"
33,6,6,H,H,0.00091552734375,"[('H', 1.0), ('I', 0.000911712646484375)]"
33,7,6,H,H,0.00133514404296875,"[('H', 1.0), ('I', 0.0013275146484375)]"
33,8,6,H,H,0.0011749267578125,"[('H', 1.0), ('I', 0.00116729736328125)]"
33,9,6,H,H,0.001708984375,"[('H', 1.0), ('I', 0.00170135498046875)]"
33,10,6,H,H,0.0013580322265625,"[('H', 1.0), ('I', 0.0013275146484375)]"
34,5,6,H,H,3.28125,"[('I', 0.9609375), ('H', 0.03759765625)]"
34,6,6,I,I,0.02978515625,"[('I', 0.96875), ('H', 0.029296875)]"
34,7,6,I,I,0.01104736328125,"[('I', 0.98828125), ('H', 0.0111083984375)]"
34,8,6,I,I,0.009765625,"[('I', 0.9921875), ('H', 0.00982666015625)]"
34,9,6,H,H,5.25,"[('I', 0.99609375), ('H', 0.0052490234375)]"
34,10,6,I,I,0.142578125,"[('I', 0.8671875), ('H', 0.1328125)]"
35,5,1,H,H,0.00762939453125,"[('H', 0.9921875), ('I', 0.00762939453125)]"
36,5,1,H,H,0.03369140625,"[('H', 0.96875), ('I', 0.033203125)]"
37,5,6,H,H,0.578125,"[('H', 0.5625), ('I', 0.4375)]"
37,6,6,I,I,1.5,"[('H', 0.77734375), ('I', 0.22265625)]"
37,7,6,I,I,0.38671875,"[('I', 0.6796875), ('H', 0.3203125)]"
37,8,6,I,I,0.126953125,"[('I', 0.87890625), ('H', 0.11962890625)]"
37,9,6,I,I,0.142578125,"[('I', 0.8671875), ('H', 0.1328125)]"
37,10,6,I,I,0.00762939453125,"[('I', 0.9921875), ('H', 0.00762939453125)]"
38,5,1,I,I,0.00034332275390625,"[('I', 1.0), ('H', 0.000335693359375)]"
39,5,6,I,I,0.2255859375,"[('I', 0.796875), ('H', 0.201171875)]"
39,6,6,I,I,0.0263671875,"[('I', 0.97265625), ('H', 0.02587890625)]"
39,7,6,I,I,0.000392913818359375,"[('I', 1.0), ('H', 0.0003795623779296875)]"
39,8,6,I,I,0.00151824951171875,"[('I', 1.0), ('H', 0.00150299072265625)]"
39,9,6,I,I,0.009765625,"[('I', 0.9921875), ('H', 0.00982666015625)]"
39,10,6,I,I,0.00022125244140625,"[('I', 1.0), ('H', 0.00020313262939453125)]"
40,5,1,I,I,0.08935546875,"[('I', 0.9140625), ('H', 0.08447265625)]"
41,5,1,H,H,1.8046875,"[('I', 0.8359375), ('H', 0.1640625)]"
42,5,6,H,H,0.126953125,"[('H', 0.87890625), ('I', 0.11962890625)]"
42,6,6,H,H,0.005950927734375,"[('H', 0.9921875), ('I', 0.005950927734375)]"
42,7,6,H,H,0.2255859375,"[('H', 0.796875), ('I', 0.201171875)]"
42,8,6,I,I,4.5,"[('H', 0.98828125), ('I', 0.0111083984375)]"
42,9,6,H,H,0.4296875,"[('H', 0.65234375), ('I', 0.34765625)]"
42,10,6,H,H,0.004638671875,"[('H', 0.99609375), ('I', 0.004638671875)]"
43,5,1,I,I,0.57421875,"[('I', 0.5625), ('H', 0.439453125)]"
44,5,6,H,H,1.0546875,"[('I', 0.65234375), ('H', 0.34765625)]"
44,6,6,H,H,0.28125,"[('H', 0.75390625), ('I', 0.2451171875)]"
44,7,6,H,H,0.0067138671875,"[('H', 0.9921875), ('I', 0.006744384765625)]"
44,8,6,H,H,0.0036163330078125,"[('H', 0.99609375), ('I', 0.00360107421875)]"
44,9,6,H,H,0.0031890869140625,"[('H', 0.99609375), ('I', 0.0031890869140625)]"
44,10,6,H,H,0.01104736328125,"[('H', 0.98828125), ('I', 0.0111083984375)]"
45,5,6,I,I,5.5,"[('H', 0.99609375), ('I', 0.00408935546875)]"
45,6,6,H,H,1.140625,"[('I', 0.6796875), ('H', 0.3203125)]"
45,7,6,H,H,0.00092315673828125,"[('H', 1.0), ('I', 0.000911712646484375)]"
45,8,6,H,H,0.002197265625,"[('H', 0.99609375), ('I', 0.0021820068359375)]"
45,9,6,H,H,0.000385284423828125,"[('H', 1.0), ('I', 0.0003795623779296875)]"
45,10,6,H,H,0.00057220458984375,"[('H', 1.0), ('I', 0.000553131103515625)]"
46,5,6,H,H,0.00762939453125,"[('H', 0.9921875), ('I', 0.00762939453125)]"
46,6,6,H,H,0.00018215179443359375,"[('H', 1.0), ('I', 0.000179290771484375)]"
46,7,6,H,H,0.00103759765625,"[('H', 1.0), ('I', 0.00102996826171875)]"
46,8,6,H,H,0.01104736328125,"[('H', 0.98828125), ('I', 0.0111083984375)]"
46,9,6,H,H,0.000823974609375,"[('H', 1.0), ('I', 0.000804901123046875)]"
46,10,6,H,H,0.0002765655517578125,"[('H', 1.0), ('I', 0.0002613067626953125)]"
47,5,1,H,H,0.16015625,"[('H', 0.8515625), ('I', 0.1474609375)]"
48,5,6,H,H,0.03369140625,"[('H', 0.96875), ('I', 0.033203125)]"
48,6,6,I,I,1.6015625,"[('H', 0.796875), ('I', 0.201171875)]"
48,7,6,I,I,0.126953125,"[('I', 0.87890625), ('H', 0.11962890625)]"
48,8,6,I,I,0.28125,"[('I', 0.75390625), ('H', 0.2451171875)]"
48,9,6,H,H,1.703125,"[('I', 0.81640625), ('H', 0.181640625)]"
48,10,6,H,H,0.0052490234375,"[('H', 0.99609375), ('I', 0.0052490234375)]"
49,5,6,I,I,0.10009765625,"[('I', 0.90625), ('H', 0.09619140625)]"
49,6,6,I,I,0.048583984375,"[('I', 0.953125), ('H', 0.047607421875)]"
49,7,6,I,I,0.007598876953125,"[('I', 0.9921875), ('H', 0.00762939453125)]"
49,8,6,I,I,0.0205078125,"[('I', 0.98046875), ('H', 0.0203857421875)]"
49,9,6,I,I,0.01251220703125,"[('I', 0.98828125), ('H', 0.0125732421875)]"
49,10,6,I,I,0.10009765625,"[('I', 0.90625), ('H', 0.09619140625)]"
50,5,6,I,I,0.2255859375,"[('I', 0.796875), ('H', 0.201171875)]"
50,6,6,I,I,0.0159912109375,"[('I', 0.984375), ('H', 0.015625)]"
50,7,6,I,I,0.0233154296875,"[('I', 0.9765625), ('H', 0.023193359375)]"
50,8,6,I,I,0.00860595703125,"[('I', 0.9921875), ('H', 0.0086669921875)]"
50,9,6,I,I,0.01611328125,"[('I', 0.984375), ('H', 0.015625)]"
50,10,6,I,I,0.006744384765625,"[('I', 0.9921875), ('H', 0.006744384765625)]"
51,5,6,H,H,0.28125,"[('H', 0.75390625), ('I', 0.2451171875)]"
51,6,6,H,H,0.0263671875,"[('H', 0.97265625), ('I', 0.02587890625)]"
51,7,6,H,H,0.28125,"[('H', 0.75390625), ('I', 0.2451171875)]"
51,8,6,H,H,0.474609375,"[('H', 0.62109375), ('I', 0.37890625)]"
51,9,6,H,H,0.0036163330078125,"[('H', 0.99609375), ('I', 0.00360107421875)]"
51,10,6,H,H,0.0052490234375,"[('H', 0.99609375), ('I', 0.0052490234375)]"
52,5,6,I,I,0.06201171875,"[('I', 0.94140625), ('H', 0.06005859375)]"
52,6,6,I,I,0.03369140625,"[('I', 0.96875), ('H', 0.033203125)]"
52,7,6,I,I,0.04296875,"[('I', 0.95703125), ('H', 0.0419921875)]"
52,8,6,I,I,0.0233154296875,"[('I', 0.9765625), ('H', 0.023193359375)]"
52,9,6,I,I,0.04296875,"[('I', 0.95703125), ('H', 0.0419921875)]"
52,10,6,I,I,0.0888671875,"[('I', 0.9140625), ('H', 0.08447265625)]"
53,5,6,I,I,0.10009765625,"[('I', 0.90625), ('H', 0.09619140625)]"
53,6,6,I,I,0.00360107421875,"[('I', 0.99609375), ('H', 0.00360107421875)]"
53,7,6,I,I,0.01416015625,"[('I', 0.984375), ('H', 0.0142822265625)]"
53,8,6,I,I,0.00408935546875,"[('I', 0.99609375), ('H', 0.00408935546875)]"
53,9,6,I,I,0.2255859375,"[('I', 0.796875), ('H', 0.201171875)]"
53,10,6,I,I,0.062255859375,"[('I', 0.94140625), ('H', 0.06005859375)]"
54,5,6,H,H,0.142578125,"[('H', 0.8671875), ('I', 0.1328125)]"
54,6,6,H,H,0.0011749267578125,"[('H', 1.0), ('I', 0.00116729736328125)]"
54,7,6,H,H,0.00360107421875,"[('H', 0.99609375), ('I', 0.00360107421875)]"
54,8,6,H,H,0.01251220703125,"[('H', 0.98828125), ('I', 0.0125732421875)]"
54,9,6,H,H,0.0380859375,"[('H', 0.9609375), ('I', 0.03759765625)]"
54,10,6,H,H,0.0024871826171875,"[('H', 0.99609375), ('I', 0.002471923828125)]"
55,5,6,H,H,1.5,"[('I', 0.77734375), ('H', 0.22265625)]"
55,6,6,I,I,0.6328125,"[('I', 0.53125), ('H', 0.46875)]"
55,7,6,H,H,1.6015625,"[('I', 0.796875), ('H', 0.201171875)]"
55,8,6,H,H,0.0205078125,"[('H', 0.98046875), ('I', 0.0203857421875)]"
55,9,6,I,I,1.40625,"[('H', 0.75390625), ('I', 0.2451171875)]"
55,10,6,I,I,0.142578125,"[('I', 0.8671875), ('H', 0.1328125)]"
56,5,1,H,H,3.65625,"[('I', 0.97265625), ('H', 0.02587890625)]"
57,5,6,H,H,0.8984375,"[('I', 0.59375), ('H', 0.40625)]"
57,6,6,H,H,0.0036163330078125,"[('H', 0.99609375), ('I', 0.00360107421875)]"
57,7,6,H,H,0.0181884765625,"[('H', 0.98046875), ('I', 0.0177001953125)]"
57,8,6,H,H,0.00063323974609375,"[('H', 1.0), ('I', 0.0006256103515625)]"
57,9,6,H,H,0.0002689361572265625,"[('H', 1.0), ('I', 0.0002613067626953125)]"
57,10,6,H,H,0.0003986358642578125,"[('H', 1.0), ('I', 0.0003795623779296875)]"
58,5,1,H,H,0.0380859375,"[('H', 0.9609375), ('I', 0.03759765625)]"
59,5,1,H,H,0.0159912109375,"[('H', 0.984375), ('I', 0.015625)]"
60,5,1,H,H,1.140625,"[('I', 0.6796875), ('H', 0.3203125)]"
61,5,1,I,I,0.16015625,"[('I', 0.8515625), ('H', 0.1474609375)]"
62,5,6,I,I,0.5234375,"[('I', 0.59375), ('H', 0.40625)]"
62,6,6,I,I,0.01104736328125,"[('I', 0.98828125), ('H', 0.0111083984375)]"
62,7,6,I,I,0.11279296875,"[('I', 0.89453125), ('H', 0.10693359375)]"
62,8,6,I,I,0.11279296875,"[('I', 0.89453125), ('H', 0.10693359375)]"
62,9,6,I,I,0.01104736328125,"[('I', 0.98828125), ('H', 0.0111083984375)]"
62,10,6,I,I,0.01422119140625,"[('I', 0.984375), ('H', 0.0142822265625)]"
63,5,1,H,H,0.02978515625,"[('H', 0.96875), ('I', 0.029296875)]"
64,5,6,I,I,0.1796875,"[('I', 0.8359375), ('H', 0.1640625)]"
64,6,6,I,I,0.16015625,"[('I', 0.8515625), ('H', 0.1474609375)]"
64,7,6,I,I,0.0159912109375,"[('I', 0.984375), ('H', 0.015625)]"
64,8,6,I,I,0.054931640625,"[('I', 0.9453125), ('H', 0.052978515625)]"
64,9,6,I,I,0.0205078125,"[('I', 0.98046875), ('H', 0.0203857421875)]"
64,10,6,I,I,0.009765625,"[('I', 0.9921875), ('H', 0.00982666015625)]"
65,5,6,I,I,0.1796875,"[('I', 0.8359375), ('H', 0.1640625)]"
65,6,6,I,I,0.126953125,"[('I', 0.87890625), ('H', 0.11962890625)]"
65,7,6,I,I,0.06982421875,"[('I', 0.93359375), ('H', 0.06787109375)]"
65,8,6,I,I,0.023193359375,"[('I', 0.9765625), ('H', 0.023193359375)]"
65,9,6,I,I,0.054931640625,"[('I', 0.9453125), ('H', 0.052978515625)]"
65,10,6,I,I,0.0791015625,"[('I', 0.92578125), ('H', 0.07568359375)]"
66,5,1,H,H,0.251953125,"[('H', 0.77734375), ('I', 0.22265625)]"
67,5,6,I,I,0.16015625,"[('I', 0.8515625), ('H', 0.1474609375)]"
67,6,6,I,I,0.00193023681640625,"[('I', 1.0), ('H', 0.00193023681640625)]"
67,7,6,I,I,0.0024871826171875,"[('I', 0.99609375), ('H', 0.002471923828125)]"
67,8,6,I,I,0.01104736328125,"[('I', 0.98828125), ('H', 0.0111083984375)]"
67,9,6,I,I,0.00408935546875,"[('I', 0.99609375), ('H', 0.00408935546875)]"
67,10,6,I,I,0.004638671875,"[('I', 0.99609375), ('H', 0.004638671875)]"
68,5,1,I,I,0.28125,"[('I', 0.75390625), ('H', 0.2451171875)]"
69,5,6,H,H,0.28125,"[('H', 0.75390625), ('I', 0.2451171875)]"
69,6,6,H,H,0.0791015625,"[('H', 0.92578125), ('I', 0.07568359375)]"
69,7,6,H,H,0.06982421875,"[('H', 0.93359375), ('I', 0.06787109375)]"
69,8,6,H,H,0.004638671875,"[('H', 0.99609375), ('I', 0.004638671875)]"
69,9,6,H,H,0.8984375,"[('I', 0.59375), ('H', 0.40625)]"
69,10,6,H,H,0.01251220703125,"[('H', 0.98828125), ('I', 0.0125732421875)]"
70,5,6,H,H,0.06201171875,"[('H', 0.94140625), ('I', 0.06005859375)]"
70,6,6,I,I,0.8984375,"[('H', 0.59375), ('I', 0.40625)]"
70,7,6,I,I,0.0791015625,"[('I', 0.92578125), ('H', 0.07568359375)]"
70,8,6,I,I,0.5234375,"[('I', 0.59375), ('H', 0.40625)]"
70,9,6,I,I,0.34765625,"[('I', 0.70703125), ('H', 0.29296875)]"
70,10,6,I,I,0.0791015625,"[('I', 0.92578125), ('H', 0.07568359375)]"
71,5,6,H,H,0.251953125,"[('H', 0.77734375), ('I', 0.22265625)]"
71,6,6,H,H,0.8984375,"[('I', 0.59375), ('H', 0.40625)]"
71,7,6,H,H,0.03369140625,"[('H', 0.96875), ('I', 0.033203125)]"
71,8,6,H,H,0.6328125,"[('H', 0.53125), ('I', 0.46875)]"
71,9,6,H,H,0.000919342041015625,"[('H', 1.0), ('I', 0.000911712646484375)]"
71,10,6,H,H,0.06201171875,"[('H', 0.94140625), ('I', 0.06005859375)]"
72,5,1,H,H,0.0205078125,"[('H', 0.98046875), ('I', 0.0203857421875)]"
73,5,1,H,H,0.048583984375,"[('H', 0.953125), ('I', 0.047607421875)]"
74,5,6,I,I,3.40625,"[('H', 0.96875), ('I', 0.033203125)]"
74,6,6,H,H,0.201171875,"[('H', 0.81640625), ('I', 0.181640625)]"
74,7,6,H,H,0.0011749267578125,"[('H', 1.0), ('I', 0.00116729736328125)]"
74,8,6,H,H,0.001708984375,"[('H', 1.0), ('I', 0.00170135498046875)]"
74,9,6,H,H,0.0004367828369140625,"[('H', 1.0), ('I', 0.000431060791015625)]"
74,10,6,H,H,0.002197265625,"[('H', 0.99609375), ('I', 0.0021820068359375)]"
75,5,6,H,H,0.0791015625,"[('H', 0.92578125), ('I', 0.07568359375)]"
75,6,6,H,H,0.251953125,"[('H', 0.77734375), ('I', 0.22265625)]"
75,7,6,H,H,0.201171875,"[('H', 0.81640625), ('I', 0.181640625)]"
75,8,6,H,H,0.01104736328125,"[('H', 0.98828125), ('I', 0.0111083984375)]"
75,9,6,H,H,0.2255859375,"[('H', 0.796875), ('I', 0.201171875)]"
75,10,6,H,H,0.0028228759765625,"[('H', 0.99609375), ('I', 0.0028076171875)]"
76,5,1,H,H,1.3125,"[('I', 0.73046875), ('H', 0.26953125)]"
77,5,6,I,I,0.126953125,"[('I', 0.87890625), ('H', 0.11962890625)]"
77,6,6,I,I,0.0052490234375,"[('I', 0.99609375), ('H', 0.0052490234375)]"
77,7,6,I,I,0.2255859375,"[('I', 0.796875), ('H', 0.201171875)]"
77,8,6,I,I,0.00408935546875,"[('I', 0.99609375), ('H', 0.00408935546875)]"
77,9,6,I,I,0.004638671875,"[('I', 0.99609375), ('H', 0.004638671875)]"
77,10,6,I,I,0.005950927734375,"[('I', 0.9921875), ('H', 0.005950927734375)]"
78,5,6,H,H,1.0546875,"[('I', 0.65234375), ('H', 0.34765625)]"
78,6,6,H,H,0.048583984375,"[('H', 0.953125), ('I', 0.047607421875)]"
78,7,6,H,H,0.0159912109375,"[('H', 0.984375), ('I', 0.015625)]"
78,8,6,H,H,0.01104736328125,"[('H', 0.98828125), ('I', 0.0111083984375)]"
78,9,6,H,H,0.001708984375,"[('H', 1.0), ('I', 0.00170135498046875)]"
78,10,6,H,H,0.0028228759765625,"[('H', 0.99609375), ('I', 0.0028076171875)]"
79,5,1,I,I,0.8984375,"[('H', 0.59375), ('I', 0.40625)]"
80,5,6,H,H,0.251953125,"[('H', 0.77734375), ('I', 0.22265625)]"
80,6,6,I,I,0.7578125,"[('H', 0.53125), ('I', 0.46875)]"
80,7,6,H,H,1.2265625,"[('I', 0.70703125), ('H', 0.29296875)]"
80,8,6,H,H,0.38671875,"[('H', 0.6796875), ('I', 0.3203125)]"
80,9,6,H,H,0.142578125,"[('H', 0.8671875), ('I', 0.1328125)]"
80,10,6,H,H,0.0028076171875,"[('H', 0.99609375), ('I', 0.0028076171875)]"
81,5,6,H,H,0.0233154296875,"[('H', 0.9765625), ('I', 0.023193359375)]"
81,6,6,H,H,0.002197265625,"[('H', 0.99609375), ('I', 0.0021820068359375)]"
