game,trial_index,horizon,ground_truth,model_predicted_char,nll,top2
22,10,6,I,I,0.018310546875,"[('I', 0.98046875), ('H', 0.0177001953125)]"
23,5,1,I,I,5.5,"[('H', 0.99609375), ('I', 0.00408935546875)]"
24,5,6,I,I,0.82421875,"[('H', 0.5625), ('I', 0.439453125)]"
24,6,6,I,I,0.6328125,"[('I', 0.53125), ('H', 0.46875)]"
24,7,6,I,I,1.0546875,"[('H', 0.65234375), ('I', 0.34765625)]"
24,8,6,I,I,0.02978515625,"[('I', 0.96875), ('H', 0.029296875)]"
24,9,6,I,I,0.0791015625,"[('I', 0.92578125), ('H', 0.07568359375)]"
24,10,6,I,I,0.0111083984375,"[('I', 0.98828125), ('H', 0.0111083984375)]"
25,5,1,H,H,0.69140625,"[('I', 0.5), ('H', 0.5)]"
26,5,6,H,H,2.8125,"[('I', 0.94140625), ('H', 0.06005859375)]"
26,6,6,I,I,0.474609375,"[('I', 0.62109375), ('H', 0.37890625)]"
26,7,6,H,H,1.0546875,"[('I', 0.65234375), ('H', 0.34765625)]"
26,8,6,I,I,0.82421875,"[('H', 0.5625), ('I', 0.439453125)]"
26,9,6,I,I,0.10009765625,"[('I', 0.90625), ('H', 0.09619140625)]"
26,10,6,I,I,0.11279296875,"[('I', 0.89453125), ('H', 0.10693359375)]"
27,5,1,H,H,1.8046875,"[('I', 0.8359375), ('H', 0.1640625)]"
28,5,1,I,I,0.00762939453125,"[('I', 0.9921875), ('H', 0.00762939453125)]"
29,5,1,I,I,0.142578125,"[('I', 0.8671875), ('H', 0.1328125)]"
30,5,1,I,I,2.9375,"[('H', 0.9453125), ('I', 0.052978515625)]"
31,5,1,H,H,0.251953125,"[('H', 0.77734375), ('I', 0.22265625)]"
32,5,1,I,I,0.0233154296875,"[('I', 0.9765625), ('H', 0.023193359375)]"
33,5,6,H,H,0.06201171875,"[('H', 0.94140625), ('I', 0.06005859375)]"
33,6,6,H,H,0.0181884765625,"[('H', 0.98046875), ('I', 0.0177001953125)]"
33,7,6,H,H,0.0380859375,"[('H', 0.9609375), ('I', 0.03759765625)]"
33,8,6,H,H,0.01416015625,"[('H', 0.984375), ('I', 0.0142822265625)]"
33,9,6,H,H,0.00537109375,"[('H', 0.99609375), ('I', 0.0052490234375)]"
33,10,6,H,H,0.054931640625,"[('H', 0.9453125), ('I', 0.052978515625)]"
34,5,6,I,I,0.5234375,"[('I', 0.59375), ('H', 0.40625)]"
34,6,6,I,I,0.2255859375,"[('I', 0.796875), ('H', 0.201171875)]"
34,7,6,I,I,0.2255859375,"[('I', 0.796875), ('H', 0.201171875)]"
34,8,6,H,H,2.9375,"[('I', 0.9453125), ('H', 0.052978515625)]"
34,9,6,I,I,0.38671875,"[('I', 0.6796875), ('H', 0.3203125)]"
34,10,6,I,I,0.08935546875,"[('I', 0.9140625), ('H', 0.08447265625)]"
35,5,6,I,I,0.11279296875,"[('I', 0.89453125), ('H', 0.10693359375)]"
35,6,6,I,I,0.0888671875,"[('I', 0.9140625), ('H', 0.08447265625)]"
35,7,6,I,I,0.16015625,"[('I', 0.8515625), ('H', 0.1474609375)]"
35,8,6,I,I,0.03369140625,"[('I', 0.96875), ('H', 0.033203125)]"
35,9,6,I,I,0.0888671875,"[('I', 0.9140625), ('H', 0.08447265625)]"
35,10,6,I,I,0.054931640625,"[('I', 0.9453125), ('H', 0.052978515625)]"
36,5,6,H,H,0.0205078125,"[('H', 0.98046875), ('I', 0.0203857421875)]"
36,6,6,H,H,0.005279541015625,"[('H', 0.99609375), ('I', 0.0052490234375)]"
36,7,6,H,H,0.004119873046875,"[('H', 0.99609375), ('I', 0.00408935546875)]"
36,8,6,H,H,0.009765625,"[('H', 0.9921875), ('I', 0.00982666015625)]"
36,9,6,H,H,0.005279541015625,"[('H', 0.99609375), ('I', 0.0052490234375)]"
36,10,6,H,H,0.004180908203125,"[('H', 0.99609375), ('I', 0.00408935546875)]"
37,5,1,I,I,0.01416015625,"[('I', 0.984375), ('H', 0.0142822265625)]"
38,5,1,I,I,0.11279296875,"[('I', 0.89453125), ('H', 0.10693359375)]"
39,5,6,I,I,0.16015625,"[('I', 0.8515625), ('H', 0.1474609375)]"
39,6,6,I,I,0.0791015625,"[('I', 0.92578125), ('H', 0.07568359375)]"
39,7,6,H,H,2.34375,"[('I', 0.90625), ('H', 0.09619140625)]"
39,8,6,I,I,0.4296875,"[('I', 0.65234375), ('H', 0.34765625)]"
39,9,6,I,I,0.054931640625,"[('I', 0.9453125), ('H', 0.052978515625)]"
39,10,6,I,I,0.11279296875,"[('I', 0.89453125), ('H', 0.10693359375)]"
40,5,6,H,H,0.6328125,"[('H', 0.53125), ('I', 0.46875)]"
40,6,6,I,I,0.69140625,"[('I', 0.5), ('H', 0.5)]"
40,7,6,H,H,0.69140625,"[('I', 0.5), ('H', 0.5)]"
40,8,6,I,I,0.57421875,"[('I', 0.5625), ('H', 0.439453125)]"
40,9,6,I,I,0.5234375,"[('I', 0.59375), ('H', 0.40625)]"
40,10,6,H,H,1.3125,"[('I', 0.73046875), ('H', 0.26953125)]"
41,5,6,H,H,0.048583984375,"[('H', 0.953125), ('I', 0.047607421875)]"
41,6,6,H,H,0.0233154296875,"[('H', 0.9765625), ('I', 0.023193359375)]"
41,7,6,H,H,0.01104736328125,"[('H', 0.98828125), ('I', 0.0111083984375)]"
41,8,6,H,H,0.0067138671875,"[('H', 0.9921875), ('I', 0.006744384765625)]"
41,9,6,H,H,0.0052490234375,"[('H', 0.99609375), ('I', 0.0052490234375)]"
41,10,6,H,H,0.0159912109375,"[('H', 0.984375), ('I', 0.015625)]"
42,5,6,I,I,0.03369140625,"[('I', 0.96875), ('H', 0.033203125)]"
42,6,6,H,H,1.703125,"[('I', 0.81640625), ('H', 0.181640625)]"
42,7,6,I,I,1.140625,"[('H', 0.6796875), ('I', 0.3203125)]"
42,8,6,I,I,0.57421875,"[('I', 0.5625), ('H', 0.439453125)]"
42,9,6,H,H,2.125,"[('I', 0.87890625), ('H', 0.11962890625)]"
42,10,6,H,H,0.6328125,"[('H', 0.53125), ('I', 0.46875)]"
43,5,6,I,I,0.126953125,"[('I', 0.87890625), ('H', 0.11962890625)]"
43,6,6,I,I,0.054931640625,"[('I', 0.9453125), ('H', 0.052978515625)]"
43,7,6,I,I,0.06982421875,"[('I', 0.93359375), ('H', 0.06787109375)]"
43,8,6,H,H,3.890625,"[('I', 0.98046875), ('H', 0.0203857421875)]"
43,9,6,I,I,0.28125,"[('I', 0.75390625), ('H', 0.2451171875)]"
43,10,6,I,I,0.0791015625,"[('I', 0.92578125), ('H', 0.07568359375)]"
44,5,1,H,H,0.69140625,"[('I', 0.5), ('H', 0.5)]"
45,5,6,I,I,0.03369140625,"[('I', 0.96875), ('H', 0.033203125)]"
45,6,6,H,H,2.125,"[('I', 0.87890625), ('H', 0.11962890625)]"
45,7,6,I,I,0.251953125,"[('I', 0.77734375), ('H', 0.22265625)]"
45,8,6,I,I,0.28125,"[('I', 0.75390625), ('H', 0.2451171875)]"
45,9,6,H,H,1.40625,"[('I', 0.75390625), ('H', 0.2451171875)]"
45,10,6,I,I,1.2265625,"[('H', 0.70703125), ('I', 0.29296875)]"
46,5,6,I,I,0.6328125,"[('I', 0.53125), ('H', 0.46875)]"
46,6,6,I,I,0.38671875,"[('I', 0.6796875), ('H', 0.3203125)]"
46,7,6,H,H,1.3125,"[('I', 0.73046875), ('H', 0.26953125)]"
46,8,6,I,I,0.2255859375,"[('I', 0.796875), ('H', 0.201171875)]"
46,9,6,H,H,1.0546875,"[('I', 0.65234375), ('H', 0.34765625)]"
46,10,6,I,I,0.4296875,"[('I', 0.65234375), ('H', 0.34765625)]"
47,5,1,H,H,0.0181884765625,"[('H', 0.98046875), ('I', 0.0177001953125)]"
48,5,6,I,I,0.6328125,"[('I', 0.53125), ('H', 0.46875)]"
48,6,6,I,I,0.57421875,"[('I', 0.5625), ('H', 0.439453125)]"
48,7,6,H,H,1.2265625,"[('I', 0.70703125), ('H', 0.29296875)]"
48,8,6,I,I,0.57421875,"[('I', 0.5625), ('H', 0.439453125)]"
48,9,6,H,H,0.82421875,"[('I', 0.5625), ('H', 0.439453125)]"
48,10,6,I,I,0.97265625,"[('H', 0.62109375), ('I', 0.37890625)]"
49,5,1,I,I,0.38671875,"[('I', 0.6796875), ('H', 0.3203125)]"
50,5,6,I,I,2.46875,"[('H', 0.9140625), ('I', 0.08447265625)]"
50,6,6,H,H,0.34765625,"[('H', 0.70703125), ('I', 0.29296875)]"
50,7,6,H,H,0.03369140625,"[('H', 0.96875), ('I', 0.033203125)]"
50,8,6,H,H,0.16015625,"[('H', 0.8515625), ('I', 0.1474609375)]"
50,9,6,H,H,0.0233154296875,"[('H', 0.9765625), ('I', 0.023193359375)]"
50,10,6,H,H,0.0181884765625,"[('H', 0.98046875), ('I', 0.0177001953125)]"
51,5,1,I,I,0.0791015625,"[('I', 0.92578125), ('H', 0.07568359375)]"
52,5,6,I,I,0.38671875,"[('I', 0.6796875), ('H', 0.3203125)]"
52,6,6,I,I,0.04296875,"[('I', 0.95703125), ('H', 0.0419921875)]"
52,7,6,I,I,0.201171875,"[('I', 0.81640625), ('H', 0.181640625)]"
52,8,6,I,I,0.0888671875,"[('I', 0.9140625), ('H', 0.08447265625)]"
52,9,6,I,I,0.009765625,"[('I', 0.9921875), ('H', 0.00982666015625)]"
52,10,6,I,I,0.3125,"[('I', 0.73046875), ('H', 0.26953125)]"
53,5,1,I,I,0.126953125,"[('I', 0.87890625), ('H', 0.11962890625)]"
54,5,6,I,I,0.048583984375,"[('I', 0.953125), ('H', 0.047607421875)]"
54,6,6,I,I,0.0791015625,"[('I', 0.92578125), ('H', 0.07568359375)]"
54,7,6,I,I,0.054931640625,"[('I', 0.9453125), ('H', 0.052978515625)]"
54,8,6,I,I,0.06982421875,"[('I', 0.93359375), ('H', 0.06787109375)]"
54,9,6,H,H,2.015625,"[('I', 0.8671875), ('H', 0.1328125)]"
54,10,6,I,I,0.28125,"[('I', 0.75390625), ('H', 0.2451171875)]"
55,5,6,I,I,1.140625,"[('H', 0.6796875), ('I', 0.3203125)]"
55,6,6,H,H,1.3125,"[('I', 0.73046875), ('H', 0.26953125)]"
55,7,6,H,H,0.251953125,"[('H', 0.77734375), ('I', 0.22265625)]"
55,8,6,H,H,0.0888671875,"[('H', 0.9140625), ('I', 0.08447265625)]"
55,9,6,I,I,1.140625,"[('H', 0.6796875), ('I', 0.3203125)]"
55,10,6,H,H,0.38671875,"[('H', 0.6796875), ('I', 0.3203125)]"
56,5,6,I,I,0.11279296875,"[('I', 0.89453125), ('H', 0.10693359375)]"
56,6,6,I,I,0.142578125,"[('I', 0.8671875), ('H', 0.1328125)]"
56,7,6,I,I,0.126953125,"[('I', 0.87890625), ('H', 0.11962890625)]"
56,8,6,H,H,2.46875,"[('I', 0.9140625), ('H', 0.08447265625)]"
56,9,6,I,I,0.16015625,"[('I', 0.8515625), ('H', 0.1474609375)]"
56,10,6,I,I,0.06201171875,"[('I', 0.94140625), ('H', 0.06005859375)]"
57,5,6,I,I,0.06982421875,"[('I', 0.93359375), ('H', 0.06787109375)]"
57,6,6,H,H,0.69140625,"[('I', 0.5), ('H', 0.5)]"
57,7,6,I,I,0.5234375,"[('I', 0.59375), ('H', 0.40625)]"
57,8,6,I,I,0.126953125,"[('I', 0.87890625), ('H', 0.11962890625)]"
57,9,6,H,H,0.8984375,"[('I', 0.59375), ('H', 0.40625)]"
57,10,6,I,I,0.5234375,"[('I', 0.59375), ('H', 0.40625)]"
58,5,1,I,I,0.28125,"[('I', 0.75390625), ('H', 0.2451171875)]"
59,5,1,H,H,0.0888671875,"[('H', 0.9140625), ('I', 0.08447265625)]"
60,5,1,H,H,0.11279296875,"[('H', 0.89453125), ('I', 0.10693359375)]"
61,5,1,I,I,0.11279296875,"[('I', 0.89453125), ('H', 0.10693359375)]"
62,5,1,I,I,1.140625,"[('H', 0.6796875), ('I', 0.3203125)]"
63,5,1,H,H,0.8984375,"[('I', 0.59375), ('H', 0.40625)]"
64,5,1,I,I,0.01416015625,"[('I', 0.984375), ('H', 0.0142822265625)]"
65,5,6,I,I,0.474609375,"[('I', 0.62109375), ('H', 0.37890625)]"
65,6,6,H,H,1.2265625,"[('I', 0.70703125), ('H', 0.29296875)]"
65,7,6,I,I,0.2255859375,"[('I', 0.796875), ('H', 0.201171875)]"
65,8,6,I,I,0.16015625,"[('I', 0.8515625), ('H', 0.1474609375)]"
65,9,6,I,I,0.251953125,"[('I', 0.77734375), ('H', 0.22265625)]"
65,10,6,I,I,0.4296875,"[('I', 0.65234375), ('H', 0.34765625)]"
66,5,1,H,H,0.10009765625,"[('H', 0.90625), ('I', 0.09619140625)]"
67,5,1,H,H,0.06201171875,"[('H', 0.94140625), ('I', 0.06005859375)]"
68,5,1,I,I,0.11279296875,"[('I', 0.89453125), ('H', 0.10693359375)]"
69,5,1,H,H,0.251953125,"[('H', 0.77734375), ('I', 0.22265625)]"
70,5,1,H,H,0.10009765625,"[('H', 0.90625), ('I', 0.09619140625)]"
71,5,6,H,H,0.6328125,"[('H', 0.53125), ('I', 0.46875)]"
71,6,6,I,I,0.8984375,"[('H', 0.59375), ('I', 0.40625)]"
71,7,6,H,H,0.3125,"[('H', 0.73046875), ('I', 0.26953125)]"
71,8,6,I,I,0.97265625,"[('H', 0.62109375), ('I', 0.37890625)]"
71,9,6,H,H,0.38671875,"[('H', 0.6796875), ('I', 0.3203125)]"
71,10,6,I,I,0.82421875,"[('H', 0.5625), ('I', 0.439453125)]"
72,5,1,I,I,0.0263671875,"[('I', 0.97265625), ('H', 0.02587890625)]"
73,5,6,H,H,2.34375,"[('I', 0.90625), ('H', 0.09619140625)]"
73,6,6,I,I,0.2255859375,"[('I', 0.796875), ('H', 0.201171875)]"
73,7,6,I,I,0.3125,"[('I', 0.73046875), ('H', 0.26953125)]"
73,8,6,H,H,1.40625,"[('I', 0.75390625), ('H', 0.2451171875)]"
73,9,6,I,I,0.201171875,"[('I', 0.81640625), ('H', 0.181640625)]"
73,10,6,I,I,0.57421875,"[('I', 0.5625), ('H', 0.439453125)]"
74,5,6,H,H,0.2255859375,"[('H', 0.796875), ('I', 0.201171875)]"
74,6,6,I,I,0.8984375,"[('H', 0.59375), ('I', 0.40625)]"
74,7,6,H,H,0.2255859375,"[('H', 0.796875), ('I', 0.201171875)]"
74,8,6,H,H,0.03369140625,"[('H', 0.96875), ('I', 0.033203125)]"
74,9,6,I,I,2.578125,"[('H', 0.92578125), ('I', 0.07568359375)]"
74,10,6,H,H,0.38671875,"[('H', 0.6796875), ('I', 0.3203125)]"
75,5,6,H,H,0.03369140625,"[('H', 0.96875), ('I', 0.033203125)]"
75,6,6,H,H,0.201171875,"[('H', 0.81640625), ('I', 0.181640625)]"
75,7,6,I,I,1.703125,"[('H', 0.81640625), ('I', 0.181640625)]"
75,8,6,I,I,1.703125,"[('H', 0.81640625), ('I', 0.181640625)]"
75,9,6,H,H,0.4296875,"[('H', 0.65234375), ('I', 0.34765625)]"
75,10,6,H,H,0.006744384765625,"[('H', 0.9921875), ('I', 0.006744384765625)]"
76,5,1,I,I,0.474609375,"[('I', 0.62109375), ('H', 0.37890625)]"
77,5,6,I,I,0.8984375,"[('H', 0.59375), ('I', 0.40625)]"
77,6,6,H,H,0.2255859375,"[('H', 0.796875), ('I', 0.201171875)]"
77,7,6,H,H,0.054931640625,"[('H', 0.9453125), ('I', 0.052978515625)]"
77,8,6,I,I,2.125,"[('H', 0.87890625), ('I', 0.11962890625)]"
77,9,6,H,H,0.38671875,"[('H', 0.6796875), ('I', 0.3203125)]"
77,10,6,I,I,3.765625,"[('H', 0.9765625), ('I', 0.023193359375)]"
78,5,6,H,H,2.6875,"[('I', 0.93359375), ('H', 0.06787109375)]"
78,6,6,I,I,0.38671875,"[('I', 0.6796875), ('H', 0.3203125)]"
78,7,6,I,I,0.142578125,"[('I', 0.8671875), ('H', 0.1328125)]"
78,8,6,H,H,1.140625,"[('I', 0.6796875), ('H', 0.3203125)]"
78,9,6,I,I,0.4296875,"[('I', 0.65234375), ('H', 0.34765625)]"
78,10,6,I,I,0.201171875,"[('I', 0.81640625), ('H', 0.181640625)]"
79,5,1,H,H,0.97265625,"[('I', 0.62109375), ('H', 0.37890625)]"
80,5,1,H,H,2.34375,"[('I', 0.90625), ('H', 0.09619140625)]"
81,5,1,I,I,0.06201171875,"[('I', 0.94140625), ('H', 0.06005859375)]"
82,5,6,I,I,0.38671875,"[('I', 0.6796875), ('H', 0.3203125)]"
82,6,6,I,I,0.142578125,"[('I', 0.8671875), ('H', 0.1328125)]"
82,7,6,I,I,0.38671875,"[('I', 0.6796875), ('H', 0.3203125)]"
82,8,6,H,H,1.2265625,"[('I', 0.70703125), ('H', 0.29296875)]"
82,9,6,I,I,0.3125,"[('I', 0.73046875), ('H', 0.26953125)]"
82,10,6,H,H,1.0546875,"[('I', 0.65234375), ('H', 0.34765625)]"
83,5,6,I,I,0.2255859375,"[('I', 0.796875), ('H', 0.201171875)]"
83,6,6,I,I,0.0206298828125,"[('I', 0.98046875), ('H', 0.0203857421875)]"
83,7,6,I,I,0.0181884765625,"[('I', 0.98046875), ('H', 0.0177001953125)]"
83,8,6,I,I,0.11279296875,"[('I', 0.89453125), ('H', 0.10693359375)]"
83,9,6,I,I,0.142578125,"[('I', 0.8671875), ('H', 0.1328125)]"
83,10,6,I,I,0.2255859375,"[('I', 0.796875), ('H', 0.201171875)]"
84,5,1,I,I,0.2255859375,"[('I', 0.796875), ('H', 0.201171875)]"
85,5,1,H,H,0.04296875,"[('H', 0.95703125), ('I', 0.0419921875)]"
86,5,1,H,H,0.0205078125,"[('H', 0.98046875), ('I', 0.0203857421875)]"
87,5,6,H,H,0.0021820068359375,"[('H', 0.99609375), ('I', 0.0021820068359375)]"
87,6,6,H,H,0.004669189453125,"[('H', 0.99609375), ('I', 0.004638671875)]"
87,7,6,H,H,0.006744384765625,"[('H', 0.9921875), ('I', 0.006744384765625)]"
87,8,6,H,H,0.00860595703125,"[('H', 0.9921875), ('I', 0.0086669921875)]"
87,9,6,H,H,0.0205078125,"[('H', 0.98046875), ('I', 0.0203857421875)]"
87,10,6,H,H,0.0031890869140625,"[('H', 0.99609375), ('I', 0.0031890869140625)]"
88,5,6,H,H,0.34765625,"[('H', 0.70703125), ('I', 0.29296875)]"
88,6,6,I,I,1.6015625,"[('H', 0.796875), ('I', 0.201171875)]"
88,7,6,H,H,0.38671875,"[('H', 0.6796875), ('I', 0.3203125)]"
88,8,6,H,H,0.06201171875,"[('H', 0.94140625), ('I', 0.06005859375)]"
88,9,6,H,H,0.142578125,"[('H', 0.8671875), ('I', 0.1328125)]"
88,10,6,H,H,0.1796875,"[('H', 0.8359375), ('I', 0.1640625)]"
89,5,6,I,I,0.0791015625,"[('I', 0.92578125), ('H', 0.07568359375)]"
89,6,6,I,I,0.28125,"[('I', 0.75390625), ('H', 0.2451171875)]"
89,7,6,I,I,0.11279296875,"[('I', 0.89453125), ('H', 0.10693359375)]"
89,8,6,I,I,0.474609375,"[('I', 0.62109375), ('H', 0.37890625)]"
89,9,6,I,I,0.1796875,"[('I', 0.8359375), ('H', 0.1640625)]"
89,10,6,I,I,0.054931640625,"[('I', 0.9453125), ('H', 0.052978515625)]"
90,5,6,I,I,0.2255859375,"[('I', 0.796875), ('H', 0.201171875)]"
90,6,6,H,H,0.82421875,"[('I', 0.5625), ('H', 0.439453125)]"
90,7,6,I,I,0.1796875,"[('I', 0.8359375), ('H', 0.1640625)]"
90,8,6,I,I,0.0380859375,"[('I', 0.9609375), ('H', 0.03759765625)]"
90,9,6,I,I,0.06201171875,"[('I', 0.94140625), ('H', 0.06005859375)]"
90,10,6,I,I,0.251953125,"[('I', 0.77734375), ('H', 0.22265625)]"
91,5,6,H,H,4.03125,"[('I', 0.98046875), ('H', 0.0177001953125)]"
91,6,6,I,I,0.126953125,"[('I', 0.87890625), ('H', 0.11962890625)]"
91,7,6,I,I,0.2255859375,"[('I', 0.796875), ('H', 0.201171875)]"
